날짜,발전기명,용량_메가와트,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계,주소지
2023-06-30,장흥풍력,18,1465.118,1029.777,2568.657,1142.589,545.261,1819.465,1530.202,1485.366,769.44,1463.672,938.659,1634.337,2094.265,1133.912,1042.794,542.368,179.343,1.446,15.909,0,0,0,0,1.446,21404.026,전남 장흥군 유치면 용문리 산4번지 외 183필지
2023-07-01,장흥풍력,18,0,0,0,0,0,0,0,0,0,0,0,0,0,135.954,720.265,1453.547,928.535,215.501,70.869,50.621,98.349,98.349,8.678,2.893,3783.561,전남 장흥군 유치면 용문리 산4번지 외 184필지
2023-07-02,장흥풍력,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.202,812.829,1374,244.427,1359.537,506.211,660.966,36.158,0,0,5150.33,전남 장흥군 유치면 용문리 산4번지 외 185필지
2023-07-03,장흥풍력,18,0,1.446,0,0,20.248,219.84,224.179,267.568,0,24.587,54.96,5.785,0,143.185,62.192,303.726,140.293,261.783,195.253,730.389,122.937,308.065,689.893,180.789,3957.118,전남 장흥군 유치면 용문리 산4번지 외 186필지
2023-07-04,장흥풍력,18,175.004,214.055,21.695,18.802,65.084,52.067,350.008,107.027,616.131,579.973,67.977,590.097,908.286,363.025,522.12,969.032,293.602,925.642,1278.543,1507.061,1913.476,3591.202,4230.474,3971.583,23331.966,전남 장흥군 유치면 용문리 산4번지 외 187필지
2023-07-05,장흥풍력,18,3060.404,2931.682,1197.549,1796.324,2202.739,2995.32,3245.533,2863.705,4257.954,3367.023,2878.168,3397.396,2723.413,2434.149,2792.836,1713.884,2399.438,2337.246,795.474,13.017,47.728,179.343,522.12,316.743,50469.188,전남 장흥군 유치면 용문리 산4번지 외 188필지
2023-07-06,장흥풍력,18,195.253,133.061,671.091,339.884,569.848,452.697,211.162,737.621,843.202,70.869,14.463,86.779,34.712,0,255.998,656.627,474.392,575.634,769.44,520.674,1188.872,1515.739,2746.554,3239.747,16304.319,전남 장흥군 유치면 용문리 산4번지 외 189필지
2023-07-07,장흥풍력,18,1903.352,2907.095,403.522,59.299,225.625,601.667,801.259,1355.198,817.168,1799.217,1741.364,4628.211,4638.335,5702.823,1832.482,681.215,2331.461,3275.905,1859.962,1570.699,1846.945,1269.865,691.339,963.246,43907.254,전남 장흥군 유치면 용문리 산4번지 외 190필지
2023-07-08,장흥풍력,18,1266.973,300.834,653.735,203.931,649.396,274.8,0,0,0,0,0,0,0,0,438.234,115.705,339.884,59.299,94.011,186.575,0,10.124,134.507,759.316,5487.324,전남 장흥군 유치면 용문리 산4번지 외 191필지
2023-07-09,장흥풍력,18,1917.815,1398.587,357.24,352.901,361.579,54.96,41.943,172.112,535.137,1083.291,290.709,626.255,704.356,1094.861,1473.796,853.326,1220.691,938.659,221.286,1022.545,1553.343,992.173,533.691,188.021,17989.277,전남 장흥군 유치면 용문리 산4번지 외 192필지
2023-07-10,장흥풍력,18,70.869,40.497,1317.594,1433.299,1240.939,1031.223,770.886,2347.371,3605.665,4409.817,1505.615,36.158,7.232,1.446,773.779,1728.347,1136.804,619.023,1041.347,915.518,597.328,653.735,1321.933,1047.133,27653.558,전남 장흥군 유치면 용문리 산4번지 외 193필지
2023-07-11,장흥풍력,18,944.444,565.509,789.688,1295.899,1583.716,2593.244,1793.432,1193.211,733.282,3142.844,2117.406,3685.213,3310.617,2769.695,1634.337,4997.021,4965.202,2037.859,2630.848,2194.061,1125.234,1343.627,778.118,694.232,48918.739,전남 장흥군 유치면 용문리 산4번지 외 194필지
2023-07-12,장흥풍력,18,205.377,241.535,111.366,1155.606,1240.939,893.823,916.964,1252.509,817.168,835.971,623.362,464.267,645.057,1028.331,293.602,462.821,684.107,510.549,4.339,1.446,624.808,1576.484,1501.276,1133.912,17225.619,전남 장흥군 유치면 용문리 산4번지 외 195필지
2023-07-13,장흥풍력,18,1277.097,584.312,1100.646,2625.063,3753.189,3112.472,3050.28,3144.291,2209.971,1546.112,1809.341,3435,3084.992,0,0,542.368,2285.179,2698.825,3213.714,3886.251,5093.924,5263.143,4998.467,4947.846,63662.483,전남 장흥군 유치면 용문리 산4번지 외 196필지
2023-07-14,장흥풍력,18,4712.097,4499.488,4458.992,3740.173,4072.825,4891.44,4541.432,3866.002,3852.985,4098.859,4693.295,4220.349,3284.583,3929.64,3336.651,3394.503,3800.918,3093.669,1826.697,2580.227,3040.156,2992.427,2704.611,2247.575,87879.594,전남 장흥군 유치면 용문리 산4번지 외 197필지
2023-07-15,장흥풍력,18,2499.234,2189.722,2037.859,2519.482,1752.935,1274.204,1015.314,2509.358,1679.173,1512.846,1712.438,1501.276,1838.267,1686.404,1888.888,1768.844,1534.541,1982.899,1437.638,760.762,1592.394,1047.133,788.242,1426.067,39955.92,전남 장흥군 유치면 용문리 산4번지 외 198필지
2023-07-16,장흥풍력,18,947.337,286.371,623.362,157.648,234.303,33.265,11.571,0,86.779,0,0,4.339,78.101,21.695,0,7.232,7.232,0,245.874,67.977,0,1.446,5.785,0,2820.317,전남 장흥군 유치면 용문리 산4번지 외 199필지
2023-07-17,장흥풍력,18,0,616.131,1729.794,1875.872,2277.947,1590.947,695.678,240.088,131.615,380.381,934.32,830.185,759.316,1210.566,1511.4,436.787,1110.771,1481.027,135.954,1.446,4.339,247.32,190.914,91.118,18483.916,전남 장흥군 유치면 용문리 산4번지 외 200필지
2023-07-18,장흥풍력,18,412.2,1371.107,1564.914,2260.592,739.067,31.819,1141.143,2259.145,2267.823,2545.516,2434.149,2632.295,2723.413,1797.771,1643.015,2062.446,1255.402,944.444,510.549,441.126,296.495,159.095,10.124,0,31503.65,전남 장흥군 유치면 용문리 산4번지 외 201필지
2023-07-19,장흥풍력,18,1.446,0,0,0,0,15.909,63.638,109.92,258.891,588.651,91.118,14.463,0,15.909,0,5.785,83.886,264.676,361.579,1157.053,465.714,237.196,2.893,1.446,3740.173,전남 장흥군 유치면 용문리 산4번지 외 202필지
2023-07-20,장흥풍력,18,10.124,4.339,0,0,0,0,1.446,4.339,0,4.339,0,0,0,0,442.573,467.16,1.446,10.124,0,0,0,0,0,0,945.89,전남 장흥군 유치면 용문리 산4번지 외 203필지
2023-07-21,장흥풍력,18,0,0,0,17.356,1.446,4.339,137.4,979.156,293.602,21.695,167.773,41.943,639.272,840.309,1132.465,2369.065,2146.333,769.44,2548.408,5563.977,7141.907,6657.392,3910.838,5198.059,40582.175,전남 장흥군 유치면 용문리 산4번지 외 204필지
2023-07-22,장흥풍력,18,5072.229,4457.545,5630.507,5025.947,4635.442,5532.158,6453.461,4717.882,3721.371,3154.415,4389.568,3873.234,4370.766,4324.484,3336.651,4868.299,3903.606,3594.095,4434.404,4677.385,4633.996,4188.531,4176.96,4067.04,107239.976,전남 장흥군 유치면 용문리 산4번지 외 205필지
2023-07-23,장흥풍력,18,4046.792,4597.838,4444.528,4310.021,4174.067,4061.255,4072.825,2127.531,3680.874,4007.741,4095.966,3920.962,3430.661,3355.453,1084.737,577.08,1628.552,2850.688,3074.867,4310.021,4281.095,3994.724,3371.362,4272.417,83772.057,전남 장흥군 유치면 용문리 산4번지 외 206필지
2023-07-24,장흥풍력,18,4064.147,4150.926,3147.183,2690.147,3011.229,1212.013,971.924,235.749,67.977,0,147.524,611.792,1005.189,565.509,714.48,332.653,799.813,1026.884,2131.869,1647.354,1800.663,1352.305,692.785,579.973,32960.088,전남 장흥군 유치면 용문리 산4번지 외 207필지
2023-07-25,장흥풍력,18,509.103,969.032,1640.122,872.128,2497.787,525.013,1086.183,1572.145,1226.476,1486.813,844.648,597.328,251.659,967.585,1035.562,1428.96,384.72,101.242,1052.918,1663.263,1899.013,594.436,1144.036,1259.741,25609.913,전남 장흥군 유치면 용문리 산4번지 외 208필지
2023-07-26,장흥풍력,18,971.924,1064.488,1653.139,1478.135,175.004,321.082,1410.158,1366.768,1009.528,807.044,1175.855,1330.611,1946.741,2437.042,3165.985,2350.263,2862.259,2688.701,2505.019,1019.653,2072.571,1288.667,448.358,195.253,35744.248,전남 장흥군 유치면 용문리 산4번지 외 209필지
2023-07-27,장흥풍력,18,1475.242,1259.741,164.88,883.699,1107.878,72.316,186.575,282.032,287.817,0,193.806,1194.657,1611.196,2620.724,2564.318,3115.364,2651.097,2163.688,2316.998,2078.356,1752.935,974.817,2173.813,3296.154,34428.103,전남 장흥군 유치면 용문리 산4번지 외 210필지
2023-07-28,장흥풍력,18,3043.048,509.103,122.937,260.337,1345.074,1721.116,3664.964,4363.535,2775.48,721.712,1249.617,2225.88,2309.766,2277.947,2115.96,2379.189,3138.505,915.518,1.446,0,70.869,49.175,133.061,381.827,35776.066,전남 장흥군 유치면 용문리 산4번지 외 211필지
2023-07-29,장흥풍력,18,916.964,763.655,527.905,1165.731,857.665,1631.444,977.709,66.531,0,1.446,102.688,606.006,1278.543,927.088,571.295,695.678,656.627,497.533,653.735,848.987,588.651,315.297,564.063,553.939,15769.18,전남 장흥군 유치면 용문리 산4번지 외 212필지
2023-07-30,장흥풍력,18,63.638,104.135,147.524,109.92,21.695,428.109,416.539,59.299,41.943,5.785,834.524,1716.777,1459.333,2231.665,3160.2,3165.985,2367.619,1789.093,1741.364,2502.126,248.766,15.909,7.232,1.446,22640.626,전남 장흥군 유치면 용문리 산4번지 외 213필지
2023-07-31,장흥풍력,18,13.017,31.819,28.926,5.785,0,0,0,0,0,0,0,0,0,0,28.926,373.149,88.225,2.893,0,0,0,0,241.535,4.339,818.614,전남 장흥군 유치면 용문리 산4번지 외 214필지
2023-08-01,장흥풍력,18,1.446,5.785,14.463,59.299,211.162,270.461,357.24,766.547,857.665,339.884,34.712,23.141,0,50.621,47.728,14.463,8.678,0,0,0,148.971,1.446,26.034,52.067,3291.813,전남 장흥군 유치면 용문리 산4번지 외 215필지
2023-08-02,장흥풍력,18,146.078,316.743,28.926,65.084,105.581,70.869,322.528,130.168,0,0,0,0,0,0,7.232,258.891,370.257,459.928,319.636,485.962,94.011,0,0,0,3181.894,전남 장흥군 유치면 용문리 산4번지 외 216필지
2023-08-03,장흥풍력,18,0,0,0,0,0,0,0,15.909,39.051,0,341.331,393.398,960.354,2170.92,2123.192,2774.034,1251.063,1145.482,1044.24,244.427,23.141,1.446,0,416.539,12944.527,전남 장흥군 유치면 용문리 산4번지 외 217필지
2023-08-04,장흥풍력,18,565.509,21.695,260.337,234.303,587.204,1407.265,1398.587,1553.343,1077.505,1057.257,546.707,717.373,43.389,160.541,24.587,302.28,594.436,24.587,50.621,344.223,607.453,619.023,387.613,529.352,13115.19,전남 장흥군 유치면 용문리 산4번지 외 218필지
2023-08-05,장흥풍력,18,274.8,189.467,101.242,0,0,0,133.061,198.145,261.783,21.695,8.678,0,0,0,0,0,1.446,0,0,39.051,279.139,186.575,368.811,41.943,2105.836,전남 장흥군 유치면 용문리 산4번지 외 219필지
2023-08-06,장흥풍력,18,143.185,1.446,0,166.326,663.859,552.493,54.96,266.122,43.389,0,1.446,0,0,0,199.592,250.213,697.124,273.354,215.501,238.642,4.339,0,0,0,3771.991,전남 장흥군 유치면 용문리 산4번지 외 220필지
2023-08-07,장흥풍력,18,15.909,212.608,0,0,89.672,94.011,228.518,238.642,348.562,134.507,0,79.547,248.766,0,277.693,436.787,659.52,1327.718,633.486,500.425,56.406,11.571,86.779,21.695,5702.822,전남 장흥군 유치면 용문리 산4번지 외 221필지
2023-08-08,장흥풍력,18,72.316,584.312,969.032,990.726,1316.147,1109.324,1021.099,1411.604,1047.133,393.398,13.017,44.836,1.446,1.446,0,26.034,5.785,91.118,0,0,0,707.248,1106.432,1253.956,12166.409,전남 장흥군 유치면 용문리 산4번지 외 222필지
2023-08-09,장흥풍력,18,2461.629,2617.832,3487.067,3796.579,4843.712,3900.714,4716.436,4341.84,2092.819,995.065,864.897,1223.583,3200.697,6262.547,6245.192,4785.859,7448.526,6358.004,0,0,0,0,0,0,69642.998,전남 장흥군 유치면 용문리 산4번지 외 223필지
2023-08-10,장흥풍력,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,전남 장흥군 유치면 용문리 산4번지 외 224필지
2023-08-11,장흥풍력,18,0,0,0,0,0,0,0,0,0,0,0,1.446,0,0,289.263,2332.907,1110.771,970.478,1219.244,746.299,812.829,40.497,27.48,40.497,7591.711,전남 장흥군 유치면 용문리 산4번지 외 225필지
2023-08-12,장흥풍력,18,10.124,0,1.446,1.446,128.722,107.027,0,2.893,0,0,0,0,0,0,5.785,325.421,526.459,310.958,17.356,500.425,92.564,0,0,0,2030.626,전남 장흥군 유치면 용문리 산4번지 외 226필지
2023-08-13,장흥풍력,18,0,0,0,0,0,0,0,0,83.886,0,0,92.564,818.615,407.861,306.619,574.187,302.28,21.695,28.926,623.362,804.152,802.705,4.339,4.339,4875.53,전남 장흥군 유치면 용문리 산4번지 외 227필지
2023-08-14,장흥풍력,18,0,0,0,5.785,135.954,127.276,2.893,4.339,0,0,0,0,27.48,37.604,0,148.971,0,56.406,355.794,104.135,4.339,0,1.446,1.446,1013.868,전남 장흥군 유치면 용문리 산4번지 외 228필지
2023-08-15,장흥풍력,18,0,0,0,0,0,8.678,201.038,4.339,0,0,0,0,166.326,527.905,1959.758,2700.272,1826.697,1482.474,1831.036,927.088,1696.528,1045.686,1674.834,1029.777,17082.436,전남 장흥군 유치면 용문리 산4번지 외 229필지
2023-08-16,장흥풍력,18,86.779,15.909,109.92,757.869,556.832,8.678,0,76.655,54.96,0,0,0,0,0,0,173.558,472.945,2.893,511.996,438.234,769.44,1621.32,1885.996,979.156,8523.14,전남 장흥군 유치면 용문리 산4번지 외 230필지
2023-08-17,장흥풍력,18,675.429,471.499,242.981,85.333,726.051,1421.728,85.333,0,0,1.446,0,0,0,1.446,351.455,724.604,1661.817,1187.425,494.64,1096.307,731.836,919.857,754.977,76.655,11710.819,전남 장흥군 유치면 용문리 산4번지 외 231필지
2023-08-18,장흥풍력,18,0,0,0,0,0,209.716,513.442,125.829,0,7.232,1.446,0,0,0,13.017,0,4.339,1.446,39.051,0,0,0,0,0,915.518,전남 장흥군 유치면 용문리 산4번지 외 232필지
2023-08-19,장흥풍력,18,0,13.017,43.389,442.573,69.423,118.598,26.034,76.655,8.678,40.497,0,0,1.446,1.446,1.446,0,11.571,0,30.373,122.937,1.446,0,0,0,1009.529,전남 장흥군 유치면 용문리 산4번지 외 233필지
2023-08-20,장흥풍력,18,0,0,0,0,1.446,2.893,0,0,0,0,0,8.678,18.802,20.248,104.135,561.171,462.821,470.053,47.728,1.446,0,0,0,0,1699.421,전남 장흥군 유치면 용문리 산4번지 외 234필지
2023-08-21,장흥풍력,18,0,0,18.802,111.366,102.688,743.406,1884.549,1330.611,701.463,2063.893,3570.954,4279.648,3491.406,2549.855,2892.632,2238.897,3037.263,3709.8,2322.783,3045.941,2480.432,3693.891,4885.655,4713.543,53869.478,전남 장흥군 유치면 용문리 산4번지 외 235필지
2023-08-22,장흥풍력,18,5600.135,5899.522,5465.627,4477.794,5491.661,5014.377,5198.059,4012.08,4216.011,5070.783,4337.501,4159.604,5036.072,4142.248,4797.429,4414.156,5079.461,4787.305,5279.053,5050.535,5185.042,4480.686,4327.377,3533.349,115055.867,전남 장흥군 유치면 용문리 산4번지 외 236필지
2023-08-23,장흥풍력,18,4456.099,5002.806,1844.053,2023.396,3112.472,2661.221,3284.583,6180.107,3340.989,1964.097,3307.724,3054.619,2348.817,3163.093,2622.171,2857.92,700.017,741.96,27.48,133.061,1339.288,2371.958,1385.571,2542.623,60466.125,전남 장흥군 유치면 용문리 산4번지 외 237필지
2023-08-24,장흥풍력,18,3106.686,1972.775,1614.088,1067.381,616.131,853.326,1115.109,633.486,889.484,1055.811,543.815,830.185,39.051,154.756,0,0,0,606.006,1047.133,734.728,1102.093,903.947,708.695,1350.859,20945.545,전남 장흥군 유치면 용문리 산4번지 외 238필지
2023-08-25,장흥풍력,18,974.817,639.272,1125.234,1543.219,2341.585,3356.899,2335.8,961.8,92.564,21.695,251.659,234.303,186.575,527.905,235.749,1054.364,1453.547,2056.661,1993.023,2415.347,451.251,1126.68,1632.891,1956.865,28969.705,전남 장흥군 유치면 용문리 산4번지 외 239필지
2023-08-26,장흥풍력,18,997.958,1352.305,2087.034,1991.577,2001.701,2052.322,1865.747,2614.939,1538.88,151.863,0,1.446,13.017,1.446,5.785,0,15.909,75.208,37.604,79.547,325.421,53.514,0,1.446,17264.669,전남 장흥군 유치면 용문리 산4번지 외 240필지
2023-08-27,장흥풍력,18,0,0,0,1.446,21.695,8.678,57.853,18.802,30.373,5.785,5.785,0,0,13.017,396.291,551.046,122.937,131.615,1.446,44.836,17.356,546.707,3502.977,3715.585,9194.23,전남 장흥군 유치면 용문리 산4번지 외 241필지
2023-08-28,장흥풍력,18,5694.145,5591.457,4633.996,4956.524,4874.084,6261.101,6978.474,5472.859,3825.505,1851.284,2843.457,2348.817,2876.722,4461.884,3116.811,2678.577,3461.034,2697.379,3275.905,3478.389,1158.499,274.8,205.377,488.855,83505.935,전남 장흥군 유치면 용문리 산4번지 외 242필지
2023-08-29,장흥풍력,18,446.912,1447.762,979.156,1164.284,1168.623,1501.276,2345.924,3112.472,2701.718,1994.469,1807.895,1559.128,2207.078,1778.968,1368.215,101.242,1161.392,1319.04,321.082,54.96,0,0,0,2.893,28544.489,전남 장흥군 유치면 용문리 산4번지 외 243필지
2023-08-30,장흥풍력,18,0,27.48,1071.72,1008.082,1953.973,1875.872,1181.64,543.815,867.789,650.842,354.347,1227.922,1115.109,8.678,13.017,604.56,1031.223,1829.589,3209.375,1332.057,925.642,1242.385,242.981,974.817,23292.915,전남 장흥군 유치면 용문리 산4번지 외 244필지
2023-08-31,장흥풍력,18,2361.834,4041.006,2305.427,2691.594,3384.379,3053.173,2241.789,2593.244,1278.543,1251.063,2898.417,1330.611,783.903,269.015,86.779,0,4.339,323.975,1336.396,2564.318,3264.335,1789.093,1877.318,1883.103,43613.654,전남 장흥군 유치면 용문리 산4번지 외 245필지
2023-09-01,장흥풍력,18,1752.935,1256.848,1002.297,811.383,461.375,756.423,347.116,3079.206,3690.998,3546.366,924.196,10.124,0,0,0,1.446,0,4.339,92.564,76.655,553.939,62.192,154.756,156.202,18741.36,전남 장흥군 유치면 용문리 산4번지 외 246필지
2023-09-02,장흥풍력,18,112.813,302.28,1.446,183.682,682.661,1246.724,2088.48,811.383,166.326,266.122,266.122,415.093,744.853,5.785,0,0,0,0,232.857,1504.168,2344.478,1113.663,2374.851,2762.463,17626.25,전남 장흥군 유치면 용문리 산4번지 외 247필지
2023-09-03,장흥풍력,18,2194.061,1028.331,1128.126,1229.368,3024.246,2343.032,2451.505,3793.686,1777.522,37.604,40.497,140.293,1047.133,1238.046,1562.021,1266.973,1899.013,905.394,376.042,59.299,0,76.655,5.785,371.703,27996.335,전남 장흥군 유치면 용문리 산4번지 외 248필지
2023-09-04,장흥풍력,18,62.192,0,2.893,5.785,215.501,124.383,159.095,847.541,553.939,367.364,0,0,0,0,0,2.893,637.825,1006.636,56.406,750.638,0,242.981,15.909,574.187,5626.168,전남 장흥군 유치면 용문리 산4번지 외 249필지
2023-09-05,장흥풍력,18,386.166,428.109,258.891,821.507,266.122,118.598,10.124,13.017,4.339,0,0,0,0,0,0,0,0,36.158,0,0,0,1.446,1.446,0,2345.923,전남 장흥군 유치면 용문리 산4번지 외 250필지
2023-09-06,장흥풍력,18,0,0,0,0,4.339,59.299,36.158,0,0,0,15.909,76.655,159.095,89.672,24.587,53.514,53.514,18.802,13.017,1.446,0,0,0,0,606.007,전남 장흥군 유치면 용문리 산4번지 외 251필지
2023-09-07,장흥풍력,18,380.381,1590.947,1810.787,1120.895,88.225,27.48,0,1.446,0,0,0,0,0,0,0,0,0,78.101,0,115.705,503.318,2358.941,2399.438,2707.503,13183.167,전남 장흥군 유치면 용문리 산4번지 외 252필지
2023-09-08,장흥풍력,18,760.762,886.592,250.213,177.897,89.672,154.756,21.695,4.339,31.819,1.446,0,0,0,0,0,0,0,44.836,595.882,527.905,10.124,0,0,0,3557.938,전남 장흥군 유치면 용문리 산4번지 외 253필지
2023-09-09,장흥풍력,18,8.678,8.678,1.446,17.356,0,0,0,0,0,0,0,0,0,0,0,0,156.202,1336.396,1751.488,1253.956,189.467,166.326,10.124,79.547,4979.664,전남 장흥군 유치면 용문리 산4번지 외 254필지
2023-09-10,장흥풍력,18,130.168,342.777,96.903,154.756,0,0,0,0,0,0,0,0,0,0,0,0,144.632,1.446,1.446,196.699,715.926,841.756,529.352,79.547,3235.408,전남 장흥군 유치면 용문리 산4번지 외 255필지
2023-09-11,장흥풍력,18,0,0,0,0,0,0,0,2.893,0,0,1.446,1.446,0,0,0,0,0,400.629,137.4,0,0,0,115.705,459.928,1119.447,전남 장흥군 유치면 용문리 산4번지 외 256필지
2023-09-12,장흥풍력,18,102.688,105.581,1.446,10.124,5.785,0,0,11.571,37.604,0,0,0,0,0,0,0,0,345.669,873.575,611.792,0,0,0,0,2105.835,전남 장흥군 유치면 용문리 산4번지 외 257필지
2023-09-13,장흥풍력,18,0,0,0,0,128.722,403.522,1452.101,1216.352,708.695,520.674,270.461,28.926,131.615,286.371,193.806,27.48,0,11.571,44.836,109.92,105.581,0,169.219,741.96,6551.812,전남 장흥군 유치면 용문리 산4번지 외 258필지
2023-09-14,장흥풍력,18,2156.457,4771.396,6637.143,2034.966,205.377,289.263,543.815,984.941,2.893,0,0,788.242,1116.556,931.427,1783.307,1161.392,69.423,1.446,0,289.263,977.709,2131.869,1559.128,3288.922,31724.935,전남 장흥군 유치면 용문리 산4번지 외 259필지
2023-09-15,장흥풍력,18,5921.217,5870.596,4067.04,1826.697,1301.684,1236.6,1936.617,1728.347,1349.413,1472.349,1593.84,986.387,1984.345,1006.636,705.802,121.491,108.474,1.446,11.571,67.977,488.855,234.303,175.004,431.002,34627.693,전남 장흥군 유치면 용문리 산4번지 외 260필지
2023-09-16,장흥풍력,18,480.177,1094.861,1073.166,929.981,306.619,248.766,88.225,75.208,4.339,0,0,0,0,78.101,27.48,0,7.232,153.309,663.859,538.029,1184.533,2616.385,1624.213,2445.72,13640.203,전남 장흥군 유치면 용문리 산4번지 외 261필지
2023-09-17,장흥풍력,18,766.547,458.482,279.139,98.349,15.909,49.175,0,0,0,0,0,0,0,0,4.339,633.486,2117.406,2745.107,2734.983,1258.295,206.823,545.261,173.558,17.356,12104.215,전남 장흥군 유치면 용문리 산4번지 외 262필지
2023-09-18,장흥풍력,18,0,0,0,0,0,104.135,533.691,98.349,0,0,0,0,0,0,0,0,248.766,423.771,767.994,632.04,451.251,413.646,488.855,108.474,4270.972,전남 장흥군 유치면 용문리 산4번지 외 263필지
2023-09-19,장흥풍력,18,40.497,237.196,26.034,36.158,60.745,0,221.286,487.408,53.514,20.248,0,0,0,0,0,0,0,108.474,248.766,0,0,0,0,0,1540.326,전남 장흥군 유치면 용문리 산4번지 외 264필지
2023-09-20,장흥풍력,18,0,10.124,467.16,1217.798,1611.196,2010.379,1239.493,2876.722,2347.371,2144.886,1738.472,3670.749,2505.019,1291.56,1465.118,1648.8,2755.232,2759.571,3961.459,3962.905,3636.038,3261.442,2863.705,3826.952,53272.151,전남 장흥군 유치면 용문리 산4번지 외 265필지
2023-09-21,장흥풍력,18,2852.135,1196.103,3310.617,2181.044,3537.688,3767.653,2655.436,4470.562,4794.537,3275.905,3615.789,2632.295,1767.398,2036.413,1724.008,2580.227,2795.728,2183.937,2509.358,613.238,510.549,2295.303,1415.943,0,58721.866,전남 장흥군 유치면 용문리 산4번지 외 266필지
2023-09-22,장흥풍력,18,0,572.741,397.737,2.893,159.095,95.457,1.446,0,0,0,0,0,0,0,0,364.472,287.817,555.385,724.604,924.196,885.145,202.484,426.663,1055.811,6655.946,전남 장흥군 유치면 용문리 산4번지 외 267필지
2023-09-23,장흥풍력,18,2208.524,2306.874,3194.912,3027.139,1916.368,2801.514,2441.381,1913.476,1666.156,153.309,0,0,76.655,487.408,18.802,11.571,60.745,300.834,548.154,516.335,342.777,681.215,685.554,376.042,25735.745,전남 장흥군 유치면 용문리 산4번지 외 268필지
2023-09-24,장흥풍력,18,339.884,1076.059,386.166,660.966,361.579,341.331,1.446,11.571,0,46.282,50.621,394.844,420.878,280.585,342.777,441.126,487.408,225.625,383.274,7.232,10.124,11.571,23.141,7.232,6311.722,전남 장흥군 유치면 용문리 산4번지 외 269필지
2023-09-25,장흥풍력,18,1.446,11.571,0,0,14.463,10.124,640.718,1851.284,1498.383,2465.968,4065.594,564.063,96.903,40.497,0,0,1.446,514.888,1912.029,1619.874,1142.589,2487.663,1741.364,1421.728,22102.595,전남 장흥군 유치면 용문리 산4번지 외 270필지
2023-09-26,장흥풍력,18,2445.72,1781.861,1540.326,341.331,75.208,105.581,1279.989,769.44,540.922,295.048,474.392,33.265,270.461,201.038,523.566,115.705,0,60.745,140.293,10.124,229.964,107.027,513.442,461.375,12316.823,전남 장흥군 유치면 용문리 산4번지 외 271필지
2023-09-27,장흥풍력,18,193.806,292.156,765.101,846.095,446.912,442.573,947.337,957.461,244.427,807.044,671.091,86.779,396.291,1008.082,1693.636,1251.063,2382.082,2541.177,2104.389,2088.48,465.714,812.829,406.415,286.371,22137.311,전남 장흥군 유치면 용문리 산4번지 외 272필지
2023-09-28,장흥풍력,18,218.394,899.608,676.876,1113.663,374.596,192.36,1061.596,613.238,919.857,1486.813,454.143,527.905,1619.874,1790.539,1293.006,2403.777,3320.741,1819.465,2902.756,4132.124,3602.773,3281.691,5671.004,7104.303,47481.102,전남 장흥군 유치면 용문리 산4번지 외 273필지
2023-09-29,장흥풍력,18,4568.912,1741.364,1647.354,2392.206,2755.232,1144.036,1696.528,1314.701,166.326,5.785,1.446,0,4.339,0,4.339,50.621,0,426.663,446.912,13.017,8.678,186.575,21.695,21.695,18618.424,전남 장흥군 유치면 용문리 산4번지 외 274필지
2023-09-30,장흥풍력,18,0,444.019,2966.394,6933.638,8021.267,5145.992,3770.545,1381.232,391.952,0,0,2.893,180.789,1405.819,2875.276,3819.72,2243.236,1589.501,3356.899,5605.92,5882.166,5164.794,4366.427,3102.347,68650.826,전남 장흥군 유치면 용문리 산4번지 외 275필지
2023-10-01,장흥풍력,18,1794.878,2717.627,2992.427,5064.998,4999.914,5125.743,5672.451,5070.783,5263.143,4440.189,6932.192,5368.724,5601.581,6452.015,5390.419,3897.821,4889.994,5448.272,4269.524,8152.882,5416.453,6611.109,8024.16,5362.939,124960.238,전남 장흥군 유치면 용문리 산4번지 외 276필지
2023-10-02,장흥풍력,18,3291.815,5251.573,2075.463,1695.082,979.156,525.013,1343.627,1774.629,3970.137,5140.206,2684.362,2571.549,1641.568,1052.918,69.423,65.084,0,0,0,169.219,358.686,468.606,350.008,18.802,35496.926,전남 장흥군 유치면 용문리 산4번지 외 277필지
2023-10-03,장흥풍력,18,17.356,357.24,2601.922,5319.549,3581.078,3186.234,5296.408,5371.617,5934.234,4542.878,1975.667,649.396,1103.539,4746.808,811.383,1251.063,80.994,322.528,432.448,383.274,3798.025,4806.107,481.623,44.836,57096.207,전남 장흥군 유치면 용문리 산4번지 외 278필지
2023-10-04,장흥풍력,18,7.232,1.446,0,4.339,331.206,1203.335,1566.36,2541.177,2188.276,151.863,493.194,1413.051,1923.6,579.973,2876.722,1047.133,2001.701,3273.013,2225.88,2612.046,5037.518,3766.206,3887.697,8157.221,47290.189,전남 장흥군 유치면 용문리 산4번지 외 279필지
