,지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
1128,159,부산,2025-02-17 01:00,8.0,,2.9,270,30,1006.8,,,,0
1129,159,부산,2025-02-17 02:00,6.2,,4.6,270,43,1007.6,,,,0
1130,159,부산,2025-02-17 03:00,5.0,,2.6,160,47,1007.9,,,,0
1131,159,부산,2025-02-17 04:00,4.5,,5.5,270,48,1008.3,,,,0
1132,159,부산,2025-02-17 05:00,3.9,,6.2,250,40,1008.9,,,,0
1133,159,부산,2025-02-17 06:00,3.3,,6.1,270,34,1009.9,,,,0
1134,159,부산,2025-02-17 07:00,2.3,,4.3,200,23,1010.8,,,,0
1135,159,부산,2025-02-17 08:00,2.1,,4.2,320,23,1012.6,0.7,0.17,,0
1136,159,부산,2025-02-17 09:00,2.3,,6.1,340,20,1013.8,1.0,0.9,,0
1137,159,부산,2025-02-17 10:00,3.4,,5.0,340,17,1013.7,1.0,1.67,,0
1138,159,부산,2025-02-17 11:00,4.9,,4.4,340,19,1013.4,1.0,2.28,,0
1139,159,부산,2025-02-17 12:00,6.3,,3.6,340,20,1012.5,1.0,2.71,,3
1140,159,부산,2025-02-17 13:00,6.6,,4.8,290,16,1012.4,1.0,2.86,,2
1141,159,부산,2025-02-17 14:00,7.8,,4.4,250,18,1012.3,1.0,2.75,,1
1142,159,부산,2025-02-17 15:00,8.7,,2.8,360,18,1012.1,1.0,2.43,,4
1143,159,부산,2025-02-17 16:00,8.4,,4.2,320,17,1011.4,1.0,1.85,,0
1144,159,부산,2025-02-17 17:00,7.9,,3.2,320,20,1011.0,1.0,1.13,,0
1145,159,부산,2025-02-17 18:00,6.2,,2.9,270,22,1011.4,0.8,0.34,,1
1146,159,부산,2025-02-17 19:00,5.1,,2.2,290,21,1012.2,0.0,0.0,,5
1147,159,부산,2025-02-17 20:00,4.8,,3.2,290,20,1012.8,,,,6
1148,159,부산,2025-02-17 21:00,3.9,,2.3,340,24,1012.9,,,,7
1149,159,부산,2025-02-17 22:00,3.1,,6.6,320,21,1013.4,,,,7
1150,159,부산,2025-02-17 23:00,2.4,,5.8,320,22,1013.9,,,,7
1151,159,부산,2025-02-18 00:00,1.5,,5.6,320,17,1013.9,,,,7
1152,159,부산,2025-02-18 01:00,0.7,,4.6,290,21,1013.6,,,,4
1153,159,부산,2025-02-18 02:00,0.1,,4.9,20,26,1013.1,,,,7
1154,159,부산,2025-02-18 03:00,-0.2,,5.5,320,28,1013.2,,,,9
1155,159,부산,2025-02-18 04:00,-0.7,,6.7,290,33,1012.9,,,,8
1156,159,부산,2025-02-18 05:00,-1.2,,7.3,270,37,1013.1,,,,6
1157,159,부산,2025-02-18 06:00,-1.5,,5.5,320,38,1013.4,,,,7
1158,159,부산,2025-02-18 07:00,-1.8,,4.8,290,37,1015.2,,,,0
1159,159,부산,2025-02-18 08:00,-1.6,,3.9,320,34,1016.3,0.7,0.18,,0
1160,159,부산,2025-02-18 09:00,-0.4,,3.6,320,32,1016.1,1.0,0.91,,0
1161,159,부산,2025-02-18 10:00,0.6,,4.8,290,29,1015.6,1.0,1.68,,3
1162,159,부산,2025-02-18 11:00,2.1,,3.5,230,25,1015.7,1.0,2.29,,1
1163,159,부산,2025-02-18 12:00,2.5,,4.8,270,24,1015.2,1.0,2.68,,0
1164,159,부산,2025-02-18 13:00,4.5,,3.5,340,19,1014.1,1.0,2.87,,0
1165,159,부산,2025-02-18 14:00,4.8,,4.3,290,16,1013.5,1.0,2.8,,0
1166,159,부산,2025-02-18 15:00,5.8,,3.7,290,16,1013.1,1.0,2.48,,0
1167,159,부산,2025-02-18 16:00,6.3,,3.7,290,15,1013.1,1.0,1.93,,0
1168,159,부산,2025-02-18 17:00,5.5,,2.8,270,16,1013.0,1.0,1.18,,0
1169,159,부산,2025-02-18 18:00,3.8,,3.7,270,19,1013.4,0.8,0.37,,0
1170,159,부산,2025-02-18 19:00,3.1,,3.6,270,21,1014.3,0.0,0.01,,0
1171,159,부산,2025-02-18 20:00,2.6,,3.1,250,23,1014.7,,,,0
1172,159,부산,2025-02-18 21:00,2.2,,4.9,270,26,1015.0,,,,0
1173,159,부산,2025-02-18 22:00,1.7,,4.3,270,28,1014.9,,,,0
1174,159,부산,2025-02-18 23:00,1.0,,3.4,250,29,1015.4,,,,0
1175,159,부산,2025-02-19 00:00,0.4,,3.9,270,27,1016.0,,,,0
1176,159,부산,2025-02-19 01:00,-0.1,,3.2,270,27,1016.2,,,,0
1177,159,부산,2025-02-19 02:00,-0.7,,3.6,250,28,1016.3,,,,0
1178,159,부산,2025-02-19 03:00,-1.4,,2.5,250,29,1016.3,,,,0
1179,159,부산,2025-02-19 04:00,-2.2,,1.5,340,32,1016.2,,,,0
1180,159,부산,2025-02-19 05:00,-2.4,,2.6,340,36,1016.1,,,,0
1181,159,부산,2025-02-19 06:00,-2.9,,1.4,200,39,1016.8,,,,0
1182,159,부산,2025-02-19 07:00,-3.2,,1.9,160,41,1017.3,,,,0
1183,159,부산,2025-02-19 08:00,-2.0,,2.2,320,42,1017.9,0.8,0.18,,0
1184,159,부산,2025-02-19 09:00,0.1,,2.4,90,37,1018.1,1.0,0.89,,0
1185,159,부산,2025-02-19 10:00,1.2,,3.2,70,29,1018.1,1.0,1.65,,0
1186,159,부산,2025-02-19 11:00,1.7,,3.7,290,26,1018.3,1.0,2.29,,0
1187,159,부산,2025-02-19 12:00,3.2,,4.0,250,23,1017.4,1.0,2.71,,0
1188,159,부산,2025-02-19 13:00,4.1,,3.9,290,21,1016.5,1.0,2.9,,0
1189,159,부산,2025-02-19 14:00,5.4,,4.1,320,19,1016.0,1.0,2.81,,0
1190,159,부산,2025-02-19 15:00,5.8,,4.6,320,19,1015.9,1.0,2.47,,0
1191,159,부산,2025-02-19 16:00,6.5,,3.7,320,19,1015.7,1.0,1.91,,0
1192,159,부산,2025-02-19 17:00,6.2,,3.4,270,18,1015.9,1.0,1.17,,0
1193,159,부산,2025-02-19 18:00,4.6,,2.3,270,21,1016.1,0.8,0.38,,0
1194,159,부산,2025-02-19 19:00,3.4,,2.5,320,24,1016.7,0.0,0.0,,0
1195,159,부산,2025-02-19 20:00,2.7,,2.6,340,26,1017.4,,,,0
1196,159,부산,2025-02-19 21:00,2.2,,3.7,320,24,1017.7,,,,0
1197,159,부산,2025-02-19 22:00,1.6,,4.2,320,24,1018.4,,,,0
1198,159,부산,2025-02-19 23:00,0.7,,2.9,290,25,1018.5,,,,3
1199,159,부산,2025-02-20 00:00,0.1,,5.1,320,26,1018.7,,,,3
1200,159,부산,2025-02-20 01:00,-0.6,,4.0,340,27,1019.0,,,,6
1201,159,부산,2025-02-20 02:00,-0.9,,3.0,200,29,1019.1,,,,7
1202,159,부산,2025-02-20 03:00,-1.6,,2.9,340,31,1019.0,,,,6
1203,159,부산,2025-02-20 04:00,-2.2,,2.8,250,32,1019.2,,,,5
1204,159,부산,2025-02-20 05:00,-2.4,,3.0,50,35,1019.3,,,,6
1205,159,부산,2025-02-20 06:00,-2.6,,2.2,70,36,1019.4,,,,8
1206,159,부산,2025-02-20 07:00,-2.7,,2.9,320,36,1019.9,,,,7
1207,159,부산,2025-02-20 08:00,-2.1,,2.6,160,34,1020.1,0.6,0.2,,9
1208,159,부산,2025-02-20 09:00,-1.7,,3.7,360,31,1020.2,0.1,0.52,,8
1209,159,부산,2025-02-20 10:00,1.1,,2.4,270,25,1020.1,1.0,1.57,,1
1210,159,부산,2025-02-20 11:00,1.7,,4.5,250,22,1019.9,1.0,2.26,,0
1211,159,부산,2025-02-20 12:00,3.0,,4.9,250,21,1019.1,1.0,2.62,,0
1212,159,부산,2025-02-20 13:00,4.5,,3.0,270,18,1018.0,1.0,2.8,,0
1213,159,부산,2025-02-20 14:00,5.3,,3.1,250,17,1017.3,1.0,2.75,,0
1214,159,부산,2025-02-20 15:00,7.6,,2.6,320,17,1016.7,1.0,2.45,,0
1215,159,부산,2025-02-20 16:00,6.8,,2.7,270,17,1016.8,1.0,1.91,,0
1216,159,부산,2025-02-20 17:00,6.0,,3.3,270,17,1017.0,1.0,1.17,,0
1217,159,부산,2025-02-20 18:00,4.7,,2.7,290,18,1016.9,0.8,0.37,,1
1218,159,부산,2025-02-20 19:00,3.8,,3.1,250,22,1017.2,0.0,0.01,,0
1219,159,부산,2025-02-20 20:00,2.7,,1.8,270,31,1017.9,,,,0
1220,159,부산,2025-02-20 21:00,2.4,,2.4,320,27,1018.5,,,,3
1221,159,부산,2025-02-20 22:00,1.8,,3.6,340,27,1018.6,,,,0
1222,159,부산,2025-02-20 23:00,1.1,,4.4,340,30,1019.0,,,,3
1223,159,부산,2025-02-21 00:00,0.5,,3.1,20,36,1019.0,,,,5
1224,159,부산,2025-02-21 01:00,0.0,,3.3,320,37,1019.0,,,,6
1225,159,부산,2025-02-21 02:00,-0.4,,3.9,290,33,1018.5,,,,7
1226,159,부산,2025-02-21 03:00,-1.1,,6.5,290,31,1018.2,,,,7
1227,159,부산,2025-02-21 04:00,-1.4,,3.2,140,31,1018.6,,,,8
1228,159,부산,2025-02-21 05:00,-1.6,,3.5,160,35,1018.9,,,,8
1229,159,부산,2025-02-21 06:00,-1.9,,4.0,20,37,1019.2,,,,8
1230,159,부산,2025-02-21 07:00,-2.2,,2.6,270,40,1019.8,,,,8
1231,159,부산,2025-02-21 08:00,-1.7,,3.1,180,40,1020.5,0.2,0.16,,9
1232,159,부산,2025-02-21 09:00,-0.5,,3.9,340,34,1020.8,0.6,0.75,,7
1233,159,부산,2025-02-21 10:00,0.7,,2.8,230,32,1020.4,1.0,1.34,,5
1234,159,부산,2025-02-21 11:00,1.5,,3.9,230,29,1020.1,1.0,2.19,,6
1235,159,부산,2025-02-21 12:00,2.1,,4.3,270,26,1019.6,1.0,2.42,,8
1236,159,부산,2025-02-21 13:00,2.7,,4.6,250,24,1018.7,1.0,2.87,,5
1237,159,부산,2025-02-21 14:00,3.6,,4.3,270,23,1018.0,1.0,2.68,,6
1238,159,부산,2025-02-21 15:00,5.0,,3.8,270,20,1017.9,1.0,2.32,,2
1239,159,부산,2025-02-21 16:00,5.4,,3.6,270,21,1018.3,1.0,1.94,,3
1240,159,부산,2025-02-21 17:00,5.3,,3.6,270,20,1018.2,1.0,1.14,,1
1241,159,부산,2025-02-21 18:00,4.2,,2.8,270,21,1018.5,0.9,0.41,,0
1242,159,부산,2025-02-21 19:00,3.1,,2.4,320,23,1019.2,0.0,0.0,,0
1243,159,부산,2025-02-21 20:00,2.4,,2.2,320,23,1019.8,,,,0
1244,159,부산,2025-02-21 21:00,1.6,,2.2,360,27,1020.1,,,,0
1245,159,부산,2025-02-21 22:00,1.3,,1.9,270,28,1020.3,,,,0
1246,159,부산,2025-02-21 23:00,1.1,,2.6,270,33,1020.5,,,,0
1247,159,부산,2025-02-22 00:00,0.3,,2.8,290,39,1020.7,,,,0
1248,159,부산,2025-02-22 01:00,-0.1,,2.7,290,39,1021.3,,,,0
1249,159,부산,2025-02-22 02:00,-1.0,,2.3,340,40,1021.8,,,,0
1250,159,부산,2025-02-22 03:00,-1.1,,2.5,250,34,1021.9,,,,0
1251,159,부산,2025-02-22 04:00,-1.3,,3.6,270,37,1021.8,,,,0
1252,159,부산,2025-02-22 05:00,-1.5,,3.7,270,37,1021.4,,,,0
1253,159,부산,2025-02-22 06:00,-1.9,,3.1,270,41,1021.4,,,,0
1254,159,부산,2025-02-22 07:00,-2.5,,2.1,340,44,1022.3,,,,0
1255,159,부산,2025-02-22 08:00,-1.7,,2.7,270,43,1022.5,0.7,0.19,,0
1256,159,부산,2025-02-22 09:00,-0.7,,3.2,250,48,1023.0,1.0,0.88,,1
1257,159,부산,2025-02-22 10:00,0.4,,4.5,270,43,1022.9,1.0,1.6,,2
1258,159,부산,2025-02-22 11:00,1.4,,3.9,270,32,1022.8,1.0,2.32,,1
1259,159,부산,2025-02-22 12:00,2.4,,5.5,250,30,1022.0,1.0,2.77,,0
1260,159,부산,2025-02-22 13:00,3.5,,5.1,250,25,1021.2,1.0,2.93,,0
1261,159,부산,2025-02-22 14:00,5.4,,3.7,250,23,1020.4,1.0,2.83,,0
1262,159,부산,2025-02-22 15:00,6.4,,3.2,320,21,1020.2,1.0,2.49,,0
1263,159,부산,2025-02-22 16:00,6.9,,2.1,290,20,1020.3,1.0,1.94,,0
1264,159,부산,2025-02-22 17:00,6.4,,2.5,270,18,1020.0,1.0,1.21,,1
1265,159,부산,2025-02-22 18:00,4.4,,1.9,320,20,1019.8,0.7,0.39,,3
1266,159,부산,2025-02-22 19:00,3.2,,1.5,270,22,1020.2,0.0,0.01,,2
1267,159,부산,2025-02-22 20:00,2.5,,2.4,270,24,1020.4,,,,7
1268,159,부산,2025-02-22 21:00,2.6,,4.3,250,30,1020.9,,,,2
1269,159,부산,2025-02-22 22:00,2.1,,3.5,320,29,1021.0,,,,0
1270,159,부산,2025-02-22 23:00,1.5,,4.1,320,28,1020.9,,,,1
1271,159,부산,2025-02-23 00:00,1.1,,5.0,320,31,1020.8,,,,1
1272,159,부산,2025-02-23 01:00,0.7,,5.6,320,33,1020.5,,,,1
1273,159,부산,2025-02-23 02:00,0.0,,4.8,320,38,1020.4,,,,4
1274,159,부산,2025-02-23 03:00,-0.6,,2.1,320,40,1020.4,,,,7
1275,159,부산,2025-02-23 04:00,-0.9,,4.0,290,42,1019.9,,,,5
1276,159,부산,2025-02-23 05:00,-1.5,,3.1,110,46,1019.9,,,,4
1277,159,부산,2025-02-23 06:00,-2.0,,3.8,340,46,1020.1,,,,1
1278,159,부산,2025-02-23 07:00,-2.4,,2.9,70,43,1020.4,,,,0
1279,159,부산,2025-02-23 08:00,-1.5,,3.0,110,40,1020.4,0.7,0.22,,1
1280,159,부산,2025-02-23 09:00,0.2,,3.2,140,34,1020.6,1.0,0.97,,2
1281,159,부산,2025-02-23 10:00,1.9,,2.9,140,34,1020.3,1.0,1.75,,0
1282,159,부산,2025-02-23 11:00,3.5,,2.9,140,30,1019.8,1.0,2.4,,1
1283,159,부산,2025-02-23 12:00,3.3,,4.6,290,26,1019.2,1.0,2.82,,0
1284,159,부산,2025-02-23 13:00,3.7,,4.1,250,24,1018.2,1.0,2.99,,0
1285,159,부산,2025-02-23 14:00,5.7,,3.2,230,20,1017.2,1.0,2.87,,0
1286,159,부산,2025-02-23 15:00,5.2,,4.5,270,20,1016.8,1.0,2.53,,2
1287,159,부산,2025-02-23 16:00,3.7,,4.2,290,22,1017.1,0.9,1.84,,1
1288,159,부산,2025-02-23 17:00,3.4,,6.8,270,24,1017.2,1.0,1.23,,2
1289,159,부산,2025-02-23 18:00,1.7,,4.2,270,28,1017.8,0.7,0.34,,3
1290,159,부산,2025-02-23 19:00,0.6,,4.4,290,33,1018.5,0.0,0.01,,0
1291,159,부산,2025-02-23 20:00,-0.3,,4.1,250,34,1019.0,,,,0
1292,159,부산,2025-02-23 21:00,-0.8,,3.6,250,36,1019.1,,,,0
1293,159,부산,2025-02-23 22:00,-1.3,,4.9,270,38,1019.7,,,,0
1294,159,부산,2025-02-23 23:00,-1.9,,3.0,270,40,1019.6,,,,0
1295,159,부산,2025-02-24 00:00,-2.4,,2.9,270,39,1019.5,,,,0
1296,159,부산,2025-02-24 01:00,-2.8,,4.2,270,40,1019.6,,,,0
1297,159,부산,2025-02-24 02:00,-3.1,,4.9,270,40,1019.6,,,,0
1298,159,부산,2025-02-24 03:00,-3.6,,2.9,160,43,1019.3,,,,0
1299,159,부산,2025-02-24 04:00,-3.8,,3.0,110,44,1018.9,,,,0
1300,159,부산,2025-02-24 05:00,-3.8,,5.0,320,42,1019.3,,,,0
1301,159,부산,2025-02-24 06:00,-4.0,,6.0,340,44,1019.8,,,,0
1302,159,부산,2025-02-24 07:00,-3.9,,7.6,320,42,1020.0,,,,0
1303,159,부산,2025-02-24 08:00,-3.1,,5.5,320,39,1020.7,0.7,0.24,,0
1304,159,부산,2025-02-24 09:00,-1.5,,6.2,290,34,1021.2,1.0,1.02,,0
1305,159,부산,2025-02-24 10:00,0.8,,4.0,160,30,1021.5,1.0,1.78,,0
1306,159,부산,2025-02-24 11:00,2.1,,4.2,160,27,1021.6,1.0,2.38,,0
1307,159,부산,2025-02-24 12:00,3.2,,3.7,270,24,1021.2,1.0,2.82,,0
1308,159,부산,2025-02-24 13:00,4.1,,6.5,270,22,1020.5,1.0,2.99,,0
1309,159,부산,2025-02-24 14:00,6.1,,3.5,270,21,1019.7,1.0,2.9,,0
1310,159,부산,2025-02-24 15:00,6.5,,4.1,290,21,1019.3,1.0,2.58,,0
1311,159,부산,2025-02-24 16:00,7.2,,3.2,270,19,1019.0,1.0,2.01,,0
1312,159,부산,2025-02-24 17:00,7.7,,3.4,270,18,1018.9,1.0,1.29,,0
1313,159,부산,2025-02-24 18:00,6.2,,2.8,290,19,1019.3,0.9,0.47,,0
1314,159,부산,2025-02-24 19:00,4.9,,3.1,320,21,1020.0,0.0,0.01,,0
1315,159,부산,2025-02-24 20:00,4.2,,1.2,290,21,1020.4,,,,0
1316,159,부산,2025-02-24 21:00,3.2,,1.6,20,22,1020.8,,,,0
1317,159,부산,2025-02-24 22:00,2.5,,1.7,270,26,1021.6,,,,0
1318,159,부산,2025-02-24 23:00,1.9,,1.2,290,28,1021.3,,,,0
1319,159,부산,2025-02-25 00:00,1.4,,1.6,230,34,1021.2,,,,0
1320,159,부산,2025-02-25 01:00,1.3,,2.7,290,36,1020.8,,,,0
1321,159,부산,2025-02-25 02:00,0.6,,1.7,250,35,1021.0,,,,0
1322,159,부산,2025-02-25 03:00,0.7,,2.8,250,32,1021.0,,,,0
1323,159,부산,2025-02-25 04:00,-0.3,,3.0,290,37,1020.3,,,,0
1324,159,부산,2025-02-25 05:00,-0.8,,3.3,340,36,1019.8,,,,0
1325,159,부산,2025-02-25 06:00,-0.5,,4.2,320,34,1019.9,,,,0
1326,159,부산,2025-02-25 07:00,-0.1,,6.4,320,32,1019.8,0.0,0.0,,2
1327,159,부산,2025-02-25 08:00,0.2,,4.5,320,32,1019.8,0.5,0.2,,5
1328,159,부산,2025-02-25 09:00,1.2,,6.2,320,30,1020.2,0.8,0.81,,5
1329,159,부산,2025-02-25 10:00,3.3,,4.3,290,26,1019.8,1.0,1.76,,0
1330,159,부산,2025-02-25 11:00,6.1,,2.8,250,24,1019.4,1.0,2.4,,3
1331,159,부산,2025-02-25 12:00,8.3,,2.9,200,23,1018.2,1.0,2.8,,5
1332,159,부산,2025-02-25 13:00,7.4,,6.7,230,24,1017.1,1.0,3.11,,9
1333,159,부산,2025-02-25 14:00,9.4,,5.3,250,24,1016.2,1.0,2.56,,8
1334,159,부산,2025-02-25 15:00,7.9,,6.7,230,30,1015.3,0.6,2.05,,9
1335,159,부산,2025-02-25 16:00,8.1,,4.5,230,26,1014.9,0.2,1.08,,8
1336,159,부산,2025-02-25 17:00,7.9,,5.7,230,29,1014.7,0.1,0.55,,8
1337,159,부산,2025-02-25 18:00,7.4,,6.2,230,33,1014.5,0.0,0.17,,8
1338,159,부산,2025-02-25 19:00,7.0,,6.5,250,39,1014.8,0.0,0.01,,9
1339,159,부산,2025-02-25 20:00,6.5,,5.9,250,45,1014.9,,,,8
1340,159,부산,2025-02-25 21:00,6.2,,6.2,230,49,1015.1,,,,3
1341,159,부산,2025-02-25 22:00,6.0,,4.0,230,54,1014.9,,,,8
1342,159,부산,2025-02-25 23:00,5.6,,7.3,270,54,1014.7,,,,4
1343,159,부산,2025-02-26 00:00,5.3,,4.4,250,42,1014.6,,,,0
1344,159,부산,2025-02-26 01:00,4.5,,2.4,200,40,1014.9,,,,0
1345,159,부산,2025-02-26 02:00,4.2,,3.7,250,43,1014.9,,,,0
1346,159,부산,2025-02-26 03:00,3.9,,2.5,230,47,1014.6,,,,0
1347,159,부산,2025-02-26 04:00,3.5,,5.4,250,52,1014.2,,,,0
1348,159,부산,2025-02-26 05:00,3.4,,5.2,250,55,1014.3,,,,0
1349,159,부산,2025-02-26 06:00,3.5,,4.6,250,62,1014.5,,,,0
1350,159,부산,2025-02-26 07:00,3.5,,4.6,250,66,1015.2,0.0,0.0,,0
1351,159,부산,2025-02-26 08:00,4.1,,3.4,250,65,1015.9,0.6,0.2,,0
1352,159,부산,2025-02-26 09:00,5.7,,4.4,230,60,1016.4,1.0,0.89,,0
1353,159,부산,2025-02-26 10:00,7.4,,4.1,200,50,1016.4,1.0,1.6,,0
1354,159,부산,2025-02-26 11:00,9.3,,2.6,200,43,1016.2,1.0,2.22,,0
1355,159,부산,2025-02-26 12:00,10.1,,5.4,180,42,1015.5,1.0,2.63,,0
1356,159,부산,2025-02-26 13:00,11.2,,4.5,200,39,1014.8,1.0,2.8,,0
1357,159,부산,2025-02-26 14:00,10.4,,6.7,180,48,1013.8,1.0,2.74,,0
1358,159,부산,2025-02-26 15:00,10.1,,6.2,200,43,1013.4,1.0,2.42,,0
1359,159,부산,2025-02-26 16:00,10.7,,6.2,200,45,1013.2,1.0,1.83,,0
1360,159,부산,2025-02-26 17:00,10.2,,6.0,180,54,1012.7,1.0,1.03,,1
1361,159,부산,2025-02-26 18:00,9.2,,6.3,230,55,1012.8,0.8,0.36,,2
1362,159,부산,2025-02-26 19:00,8.7,,4.2,230,54,1013.2,0.0,0.01,,0
1363,159,부산,2025-02-26 20:00,8.3,,3.3,250,50,1013.6,,,,0
1364,159,부산,2025-02-26 21:00,7.5,,2.5,320,40,1014.1,,,,3
1365,159,부산,2025-02-26 22:00,7.3,,2.7,320,24,1014.6,,,,0
1366,159,부산,2025-02-26 23:00,6.5,,2.9,340,22,1015.2,,,,0
1367,159,부산,2025-02-27 00:00,5.3,,2.6,360,25,1015.3,,,,0
1368,159,부산,2025-02-27 01:00,5.4,,2.4,340,26,1015.4,,,,0
1369,159,부산,2025-02-27 02:00,5.0,,2.5,320,26,1015.6,,,,0
1370,159,부산,2025-02-27 03:00,4.7,,3.1,320,26,1015.4,,,,0
1371,159,부산,2025-02-27 04:00,4.0,,4.1,290,29,1014.9,,,,0
1372,159,부산,2025-02-27 05:00,4.8,,3.4,270,25,1014.7,,,,0
1373,159,부산,2025-02-27 06:00,4.4,,5.2,320,27,1015.5,,,,0
1374,159,부산,2025-02-27 07:00,3.9,,2.1,340,31,1015.8,0.0,0.0,,4
1375,159,부산,2025-02-27 08:00,4.4,,0.8,200,28,1016.6,0.0,0.17,,9
1376,159,부산,2025-02-27 09:00,7.8,,1.1,20,24,1016.6,0.3,0.7,,8
1377,159,부산,2025-02-27 10:00,10.1,,1.3,160,24,1016.1,1.0,1.35,,8
1378,159,부산,2025-02-27 11:00,12.5,,2.0,160,15,1016.4,1.0,1.96,,9
1379,159,부산,2025-02-27 12:00,11.6,,3.1,180,28,1015.9,0.3,1.62,,9
1380,159,부산,2025-02-27 13:00,12.9,,3.0,180,24,1014.8,0.8,2.07,,9
1381,159,부산,2025-02-27 14:00,11.3,,3.7,180,26,1013.7,0.3,1.63,,9
1382,159,부산,2025-02-27 15:00,10.7,,4.5,180,31,1013.2,0.1,1.3,,9
1383,159,부산,2025-02-27 16:00,11.6,,4.1,180,22,1012.9,0.4,1.29,,7
1384,159,부산,2025-02-27 17:00,11.0,,3.3,180,27,1012.5,0.7,0.91,,8
1385,159,부산,2025-02-27 18:00,10.0,,3.2,180,37,1012.8,0.5,0.44,,4
1386,159,부산,2025-02-27 19:00,8.7,,2.2,200,49,1012.7,0.0,0.02,,8
1387,159,부산,2025-02-27 20:00,8.8,,2.5,230,46,1012.9,,,,8
1388,159,부산,2025-02-27 21:00,9.4,,3.6,250,41,1013.0,,,,10
1389,159,부산,2025-02-27 22:00,9.4,,3.9,270,39,1012.6,,,,9
1390,159,부산,2025-02-27 23:00,9.4,,1.4,160,31,1011.7,,,,9
1391,159,부산,2025-02-28 00:00,9.8,0.0,3.7,270,37,1011.8,,,,10
1392,159,부산,2025-02-28 01:00,8.7,,4.6,250,48,1011.6,,,,10
1393,159,부산,2025-02-28 02:00,9.1,,3.7,250,49,1011.6,,,,9
1394,159,부산,2025-02-28 03:00,9.1,0.1,3.9,290,50,1010.7,,,,9
1395,159,부산,2025-02-28 04:00,8.9,,3.5,270,54,1010.6,,,,9
1396,159,부산,2025-02-28 05:00,8.7,,2.9,250,55,1010.7,,,,9
1397,159,부산,2025-02-28 06:00,8.4,,1.8,290,54,1010.7,,,,9
1398,159,부산,2025-02-28 07:00,8.0,,2.0,290,56,1010.8,0.0,0.0,,8
1399,159,부산,2025-02-28 08:00,8.2,,1.3,320,58,1011.4,0.0,0.11,,9
1400,159,부산,2025-02-28 09:00,9.1,,1.9,270,58,1012.2,0.0,0.3,,9
1401,159,부산,2025-02-28 10:00,10.7,,2.1,250,60,1012.0,0.0,0.78,,8
1402,159,부산,2025-02-28 11:00,12.3,,5.1,230,61,1011.7,0.9,2.06,,2
1403,159,부산,2025-02-28 12:00,13.8,,4.1,230,58,1011.4,1.0,2.68,,0
1404,159,부산,2025-02-28 13:00,14.0,,5.4,180,60,1010.9,1.0,2.84,,0
1405,159,부산,2025-02-28 14:00,14.6,,6.3,160,62,1010.4,1.0,2.79,,0
1406,159,부산,2025-02-28 15:00,14.2,,5.7,180,63,1010.7,1.0,2.42,,0
1407,159,부산,2025-02-28 16:00,13.8,,4.7,180,68,1010.3,1.0,1.89,,0
1408,159,부산,2025-02-28 17:00,12.9,,5.0,200,72,1010.6,1.0,1.16,,0
1409,159,부산,2025-02-28 18:00,11.5,,4.5,180,79,1010.8,1.0,0.41,,0
1410,159,부산,2025-02-28 19:00,11.1,,4.5,230,78,1011.4,0.0,0.02,,0
1411,159,부산,2025-02-28 20:00,10.7,,2.8,200,82,1011.6,,,,0
1412,159,부산,2025-02-28 21:00,10.4,,2.8,230,82,1011.6,,,,0
1413,159,부산,2025-02-28 22:00,10.5,,2.7,230,75,1011.7,,,,0
1414,159,부산,2025-02-28 23:00,10.8,,3.6,250,73,1011.5,,,,0
1415,159,부산,2025-03-01 00:00,10.0,,2.1,250,75,1011.4,,,,0
