날짜,발전기명,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계
2024-06-01,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,14463,88948,137400,244427,392675,349285,123660,60022,139569,175727,74485,63638,89672,45559,5062,0,0,0,0,2004592
2024-06-02,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,11571,64361,187298,354347,370980,471499,541645,543092,503318,409307,304449,286371,119321,53514,4339,0,0,0,0,4225412
2024-06-03,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,12294,77378,170665,338438,487408,611068,697847,749915,760762,722435,655904,530075,345669,107027,8678,0,0,0,0,6275563
2024-06-04,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,12294,60745,177897,344223,493194,619746,705802,753531,757869,726051,645057,518504,341331,111366,8678,0,0,0,0,6276288
2024-06-05,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13017,60745,170665,329760,480177,603114,688446,731836,708695,675429,554662,353624,199592,51344,3616,0,0,0,0,5624722
2024-06-06,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13740,96180,182959,329037,314574,594436,629871,610345,645057,634933,636379,469329,305896,104858,9401,0,0,0,0,5576995
2024-06-07,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,19525,73762,178620,330483,446188,476561,595159,626978,684107,464991,306619,372426,156202,72316,3616,0,0,0,0,4807553
2024-06-08,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,3616,29649,109197,203931,228518,268292,172112,180789,145355,127276,82440,134507,183682,117875,5062,0,0,0,0,1992301
2024-06-09,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,17356,84609,168496,304449,369534,562617,681215,720988,719542,625532,514888,436064,293602,114982,10847,0,0,0,0,5624721
2024-06-10,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13740,75208,176451,312404,456313,569848,650842,689169,686277,656627,572018,450527,262506,98349,10124,0,0,0,0,5680403
2024-06-11,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,8678,63638,167049,313127,449081,551769,638548,681215,683384,645057,564063,427386,269015,83886,12294,0,0,0,0,5558190
2024-06-12,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,10847,59299,169942,321805,453420,569125,650119,693508,691339,658074,582142,438234,228518,67977,4339,0,0,0,0,5598688
2024-06-13,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,15909,90395,175004,291433,428833,548154,633486,698571,709418,621916,526459,491024,275523,82440,12294,0,0,0,0,5600859
2024-06-14,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13017,65084,166326,309512,444019,555385,583588,613961,537306,546707,457036,289263,190914,120767,7955,0,0,0,0,4900840
2024-06-15,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,5062,49175,195976,172835,373149,356517,433895,50621,39051,43389,49175,39051,22418,1446,0,0,0,0,1832483
2024-06-16,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,11571,60022,164880,329037,480177,567679,677599,713034,718096,686277,559001,464267,224902,101965,12294,0,0,0,0,5770801
2024-06-17,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,12294,58576,179343,300834,475115,530075,537306,621916,595882,425217,318189,305896,282755,74485,6508,0,0,0,0,4724391
2024-06-18,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,11571,60022,163434,311681,443296,564786,645780,684831,690616,653735,572741,447635,282755,106304,10847,0,0,0,0,5650034
2024-06-19,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,11571,57853,160541,310235,451974,564786,610345,669644,689169,662413,579249,457036,294325,104858,10124,0,0,0,0,5634123
2024-06-20,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,15186,62915,160541,303726,438957,562617,574187,582142,444742,516335,470053,425940,209716,65807,10124,0,0,0,0,4842988
2024-06-21,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,11571,71593,173558,320359,462098,585758,661689,695678,687000,660966,532967,340607,295048,98349,10124,0,0,0,0,5607365
2024-06-22,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,5785,24587,76655,161987,144632,100519,78101,87502,79547,86056,38327,19525,9401,7232,2169,0,0,0,0,922025
2024-06-23,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,10124,36881,55683,122937,224902,322528,307342,261783,237196,360856,351455,304449,116428,9401,0,0,0,0,2722688
2024-06-24,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13017,62192,156202,305896,456313,539476,635656,688446,681215,645780,552493,432448,292879,101965,20248,0,0,0,0,5584226
2024-06-25,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,17356,77378,200315,323975,458482,621916,627701,438234,555385,384720,350732,438234,252382,85333,13740,0,0,0,0,4845883
2024-06-26,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13017,55683,163434,318913,439680,559001,634933,668198,719542,694955,619746,479454,326867,122937,12294,0,0,0,0,5828654
2024-06-27,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,10124,54960,159095,317466,431002,472222,514888,467883,394121,335545,364472,234303,161987,83163,25311,0,0,0,0,4026542
2024-06-28,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,16633,62915,159095,309512,464267,579249,699294,677599,728220,687723,620469,504764,336268,122937,11571,0,0,0,0,5980516
2024-06-29,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,9401,52791,151863,305896,441126,541645,569848,637825,628424,666752,466437,321082,150417,25311,2169,0,0,0,0,4970987
2024-06-30,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,4339,32542,83163,77378,141016,127999,231411,319636,230687,300111,303726,498256,131615,32542,2893,0,0,0,0,2517314
