"발전구분","호기","일자","1시 발전량(MWh)","2시 발전량(MWh)","3시 발전량(MWh)","4시 발전량(MWh)","5시 발전량(MWh)","6시 발전량(MWh)","7시 발전량(MWh)","8시 발전량(MWh)","9시 발전량(MWh)","10시 발전량(MWh)","11시 발전량(MWh)","12시 발전량(MWh)","13시 발전량(MWh)","14시 발전량(MWh)","15시 발전량(MWh)","16시 발전량(MWh)","17시 발전량(MWh)","18시 발전량(MWh)","19시 발전량(MWh)","20시 발전량(MWh)","21시 발전량(MWh)","22시 발전량(MWh)","23시 발전량(MWh)","24시 발전량(MWh)","총량(KW)","평균(KW)","최대(시간별)","최소(시간별)","최대","최소"
"영흥풍력","2"," 2023-08-25 00:00:00","487.68","487.68","468.48","203.52","376.32","474.24","426.24","393.6","261.12","215.04","401.28","480","207.36","1207.68","2046.72","374.4","706.56","537.6","487.68","458.88","222.72","36.48","24.96","1.92","10988.16","458","2046.72","1.92","2046.72","1.92"
"군위 화산풍력","1"," 2023-08-25 00:00:00","1754.863","3056.547","4184.674","3287.958","3008.337","2478.021","2429.811","3461.516","3008.337","1388.463","694.232","539.958","1079.916","3027.621","4338.947","3895.411","1581.305","520.674","241.053","163.916","67.495","48.211","48.211","433.895","44739.372","1864","4338.94","48.211","4338.947","48.211"
"삼천포풍력","1"," 2023-08-24 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-24 00:00:00","402.023","422.847","415.443","557.426","644.032","901.754","563.808","254.846","0","0","0","109.243","3207.651","1628.418","0","0","0","0","0","7.619","357.714","415.886","414.864","396.123","10699.697","446","3207.65","7.61","3207.651","0"
"영흥풍력","2"," 2023-08-24 00:00:00","485.76","478.08","468.48","480","480","775.68","639.36","624","462.72","111.36","0","0","0","2864.64","1783.68","3.84","122.88","82.56","48","3.84","147.84","167.04","353.28","487.68","11070.72","461","2864.64","3.84","2864.64","0"
"군위 화산풍력","1"," 2023-08-24 00:00:00","4165.389","4348.589","4676.421","5409.221","5312.8","4917.474","4849.979","5775.621","5929.895","3905.053","2391.242","1851.284","2998.695","4512.505","6093.811","6894.105","4647.495","6720.547","1870.568","385.684","790.653","1629.516","5582.779","5563.495","101222.821","4218","6894.1","385.684","6894.105","385.684"
"삼천포풍력","1"," 2023-08-23 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-23 00:00:00","335.386","400.963","426.568","415.211","195.418","101.684","0","232.575","306.155","11.418","0","330.238","2409.695","1283.669","1537.946","1134.355","400.712","0","116.339","17.531","0","380.582","390.975","402.023","10829.443","451","2409.69","11.418","2409.695","0"
"영흥풍력","2"," 2023-08-23 00:00:00","480","487.68","1908.48","3200.64","1178.88","915.84","1102.08","172.8","351.36","706.56","522.24","3.84","222.72","3576.96","3452.16","1223.04","854.4","353.28","5.76","113.28","30.72","26.88","201.6","483.84","21575.04","899","3576.96","3.84","3576.96","3.84"
"군위 화산풍력","1"," 2023-08-23 00:00:00","2285.179","1957.347","3152.968","3442.232","2661.221","2140.547","3114.4","2699.789","1060.632","1031.705","404.968","694.232","752.084","3336.168","5110.316","4049.684","1764.505","2053.768","1320.968","395.326","318.189","279.621","260.337","2613.011","46899.197","1954","5110.31","260.337","5110.316","260.337"
"삼천포풍력","1"," 2023-08-22 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-22 00:00:00","379.02","229.335","31.974","258.721","224.9","372.561","270.079","309.395","391.341","987.829","1295.061","1464.086","4128.601","2444.321","1217.9","849.085","96.111","207.72","380.717","384.921","142.139","287.722","403.971","356.384","17113.894","713","4128.6","31.97","4128.601","31.974"
"영흥풍력","2"," 2023-08-22 00:00:00","1405.44","1991.04","2519.04","2156.16","2033.28","3313.92","4062.72","4412.16","2734.08","2776.32","3786.24","4481.28","5896.32","8282.88","9555.84","3367.68","2517.12","737.28","466.56","1011.84","1255.68","516.48","374.4","272.64","69926.4","2914","9555.84","272.64","9555.84","272.64"
"군위 화산풍력","1"," 2023-08-22 00:00:00","260.337","511.032","1909.137","2564.8","2333.389","1427.032","1484.884","1639.158","1388.463","964.211","1002.779","1417.389","665.305","2854.063","4464.295","4849.979","2092.337","1870.568","1070.274","424.253","289.263","308.547","279.621","1292.042","37363.158","1557","4849.97","260.337","4849.979","260.337"
"삼천포풍력","1"," 2023-08-21 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-21 00:00:00","0","0","0","0","0","186.046","411.375","400.519","179.471","28.908","0","82.96","572.677","513.313","1025.286","702.623","378.905","283.672","378.018","388.854","171.488","307.447","364.347","368.281","6744.19","281","1025.28","28.9","1025.286","0"
"영흥풍력","2"," 2023-08-21 00:00:00","0","0","0","0","0","0","0","69.12","437.76","483.84","485.76","483.84","472.32","1645.44","885.12","3588.48","1570.56","627.84","756.48","480","864","1472.64","1595.52","1153.92","17072.64","711","3588.48","69.12","3588.48","0"
"군위 화산풍력","1"," 2023-08-21 00:00:00","57.853","0","0","0","0","0","0","0","0","0","0","0","0","1513.811","250.695","0","9.642","279.621","443.537","269.979","192.842","221.768","202.484","192.842","3635.074","151","1513.81","9.642","1513.811","0"
"삼천포풍력","1"," 2023-08-20 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-20 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","2"," 2023-08-20 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","69.12","11.52","0","0","0","0","0","0","1.92","0","0","82.56","3","69.12","1.92","69.12","0"
"군위 화산풍력","1"," 2023-08-20 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.137","308.547","790.653","298.905","0","0","28.926","125.347","154.274","1783.789","74","790.65","28.926","790.653","0"
"삼천포풍력","1"," 2023-08-19 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-19 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","220.947","143.47","51.239","0","0","0","0","415.656","17","220.94","51.23","220.947","0"
"영흥풍력","2"," 2023-08-19 00:00:00","55.68","0","0","0","0","0","0","0","0","0","0","1.92","9.6","168.96","0","42.24","264.96","432","328.32","72.96","26.88","49.92","0","0","1453.44","61","432","1.92","432","0"
"군위 화산풍력","1"," 2023-08-19 00:00:00","250.695","115.705","144.632","144.632","250.695","19.284","0","0","0","0","0","0","0","2024.842","3133.684","1465.6","0","0","38.568","356.758","38.568","0","0","0","7983.663","333","3133.68","19.284","3133.684","0"
"삼천포풍력","1"," 2023-08-18 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-18 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27.925","11.958","0","5.845","0","0","0","0","0","0","45.728","2","27.92","5.845","27.925","0"
"영흥풍력","2"," 2023-08-18 00:00:00","0","0","0","0","0","0","0","0","0","0","0","1.92","5.76","40.32","107.52","599.04","781.44","493.44","476.16","107.52","65.28","0","0","128.64","2807.04","117","781.44","1.92","781.44","0"
"군위 화산풍력","1"," 2023-08-18 00:00:00","0","0","0","0","0","0","9.642","86.779","0","0","0","0","0","433.895","0","0","106.063","511.032","433.895","183.2","154.274","183.2","144.632","125.347","2371.959","99","511.03","9.642","511.032","0"
"삼천포풍력","1"," 2023-08-17 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-17 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","135.892","76.114","0","0","0","0","0","212.006","9","135.89","76.114","135.892","0"
"영흥풍력","2"," 2023-08-17 00:00:00","0","0","0","0","0","0","0","0","0","1.92","0","0","0","21.12","3.84","94.08","226.56","303.36","387.84","207.36","88.32","1.92","11.52","0","1347.84","56","387.84","1.92","387.84","0"
"군위 화산풍력","1"," 2023-08-17 00:00:00","163.916","183.2","173.558","48.211","192.842","549.6","318.189","0","0","0","0","0","0","2034.484","3133.684","3075.832","318.189","0","0","28.926","202.484","144.632","144.632","48.211","10760.59","448","3133.68","28.926","3133.684","0"
"삼천포풍력","1"," 2023-08-16 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-16 00:00:00","53.437","0","0","0","0","0","0","0","0","0","0","0","0","0","0","244.106","334.442","0","0","0","0","0","0","0","631.985","26","334.44","53.43","334.442","0"
"영흥풍력","2"," 2023-08-16 00:00:00","355.2","286.08","124.8","0","0","36.48","0","0","0","0","0","0","0","1011.84","311.04","86.4","216.96","374.4","168.96","0","0","0","0","0","2972.16","124","1011.84","36.48","1011.84","0"
"군위 화산풍력","1"," 2023-08-16 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57.853","376.042","173.558","308.547","385.684","337.474","144.632","1783.79","74","385.68","57.853","385.684","0"
"삼천포풍력","1"," 2023-08-15 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-15 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","827.724","900.52","210.439","0","0","0","235.274","341.229","191.542","0","27.886","46.958","2781.572","116","900.52","27.88","900.52","0"
"영흥풍력","2"," 2023-08-15 00:00:00","5.76","23.04","0","0","3.84","24.96","1.92","30.72","0","21.12","1.92","0","0","424.32","326.4","355.2","289.92","126.72","122.88","485.76","433.92","241.92","215.04","451.2","3586.56","149","485.76","1.92","485.76","0"
"군위 화산풍력","1"," 2023-08-15 00:00:00","163.916","192.842","221.768","134.989","269.979","144.632","202.484","221.768","125.347","9.642","0","0","0","2024.842","2574.442","0","0","0","0","0","0","0","0","0","6286.651","262","2574.44","9.642","2574.442","0"
"삼천포풍력","1"," 2023-08-14 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-14 00:00:00","31.087","0","0","0","0","0","147.172","0","0","0","0","0","0","0","596.064","951.78","322.853","255","41.385","0","0","0","0","0","2345.341","98","951.78","31.087","951.78","0"
"영흥풍력","2"," 2023-08-14 00:00:00","0","0","0","0","0","0","86.4","36.48","0","0","0","5.76","0","0","222.72","599.04","432","119.04","203.52","372.48","241.92","96","0","59.52","2474.88","103","599.04","5.76","599.04","0"
"군위 화산풍력","1"," 2023-08-14 00:00:00","192.842","183.2","250.695","106.063","0","0","0","0","0","0","0","0","0","2024.842","2776.926","28.926","0","96.421","86.779","67.495","67.495","183.2","38.568","57.853","6161.305","257","2776.92","28.926","2776.926","0"
"삼천포풍력","1"," 2023-08-13 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-13 00:00:00","322.429","278.486","387.678","306.425","427.243","466.788","445.078","408.328","30.316","66.858","98.174","46.746","1692.444","1826.005","419.569","0","0","0","0","0","0","27.52","9.451","17.531","7277.069","303","1826","9.45","1826.005","0"
"영흥풍력","2"," 2023-08-13 00:00:00","180.48","220.8","128.64","276.48","263.04","464.64","456.96","489.6","458.88","353.28","364.8","426.24","426.24","725.76","19.2","0","0","0","0","0","0","0","0","1.92","5256.96","219","725.76","1.92","725.76","0"
"군위 화산풍력","1"," 2023-08-13 00:00:00","0","0","0","28.926","38.568","163.916","96.421","144.632","192.842","86.779","0","0","0","134.989","0","0","0","0","0","28.926","106.063","241.053","250.695","163.916","1677.726","70","250.69","28.926","250.695","0"
"삼천포풍력","1"," 2023-08-12 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-12 00:00:00","646.326","841.798","723.83","1900.011","1613.673","1513.814","1897.91","1901.61","1401.018","1129.845","855.871","178.603","2294.754","2682.877","521.314","0","0","0","0","2.181","390.531","373.969","352.393","345.22","21567.548","899","2682.87","2.18","2682.877","0"
"영흥풍력","2"," 2023-08-12 00:00:00","0","693.12","1215.36","576","1576.32","1440","2035.2","3984","2361.6","1802.88","917.76","817.92","360.96","3409.92","3598.08","781.44","0","0","0","0","9.6","276.48","19.2","172.8","26048.64","1085","3984","9.6","3984","0"
"군위 화산풍력","1"," 2023-08-12 00:00:00","173.558","327.832","241.053","655.663","1571.663","1157.053","578.526","414.611","77.137","0","0","0","0","2024.842","3172.253","3529.011","973.853","578.526","154.274","0","0","0","0","0","15629.855","651","3529.01","77.137","3529.011","0"
"삼천포풍력","1"," 2023-08-11 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-11 00:00:00","2865.659","3439.811","4880.102","4747.461","4726.011","4871.996","3418.295","2049.789","2457.288","4338.855","1254.813","3214.856","6818.874","6994.352","4459.998","3714.56","864.489","388.95","399.497","588.236","429.441","1253.252","72.913","397.338","68646.836","2860","6994.35","72.91","6994.352","72.913"
"영흥풍력","2"," 2023-08-11 00:00:00","4974.72","4798.08","11448.96","13655.04","12620.16","11863.68","12583.68","6364.8","5508.48","4907.52","8490.24","2906.88","4679.04","9818.88","10412.16","5765.76","4362.24","1107.84","481.92","368.64","637.44","481.92","898.56","23.04","139159.68","5798","13655.04","23.04","13655.04","23.04"
"군위 화산풍력","1"," 2023-08-11 00:00:00","4232.884","6228.8","5322.442","5148.884","4695.705","5216.379","3827.916","4290.737","2044.126","858.147","376.042","327.832","752.084","2960.126","4088.253","4252.168","1610.232","2024.842","1089.558","916","202.484","106.063","0","221.768","60793.472","2533","6228.8","106.063","6228.8","0"
"삼천포풍력","1"," 2023-08-10 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-10 00:00:00","5468.34","4585.719","6107.584","4733.925","4776.361","4913.275","5477.483","5035.051","6133.605","6841.675","5832.605","5785.774","9911.903","11285.966","8733.689","7755.587","6222.5","4672.926","5869.829","6917.582","7996.083","4996.776","3828.177","2533.071","146415.486","6101","11285.96","2533.07","11285.966","2533.071"
"영흥풍력","2"," 2023-08-10 00:00:00","2160","6032.64","2808.96","3932.16","5408.64","5097.6","3559.68","3089.28","3386.88","4068.48","4143.36","2267.52","3411.84","10584.96","11767.68","12268.8","12138.24","12042.24","10855.68","11274.24","11813.76","13276.8","12637.44","7455.36","175482.24","7312","13276.8","2160","13276.8","2160"
"군위 화산풍력","1"," 2023-08-10 00:00:00","3586.863","4473.937","4483.579","5361.011","4772.842","5794.905","8350.063","9198.568","7520.842","7260.505","6209.516","501.389","0","2034.484","3673.642","9285.347","4435.368","3943.621","1388.463","954.568","1041.347","588.168","1754.863","4030.4","100644.291","4194","9285.34","501.389","9285.347","0"
"삼천포풍력","1"," 2023-08-09 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-09 00:00:00","567.221","738.637","977.959","1057.903","1055.243","1218.497","1350.17","1950.561","1285.655","718.374","1123.907","537.452","3622.877","4351.372","2397.131","2463.57","640.08","543.448","1117.045","1735.077","2806.415","1935.24","3545.426","3648.494","41387.754","1724","4351.37","537.452","4351.372","537.452"
"영흥풍력","2"," 2023-08-09 00:00:00","341.76","483.84","748.8","1249.92","1238.4","1223.04","1607.04","1334.4","1215.36","1336.32","1549.44","1165.44","685.44","3790.08","4333.44","2017.92","746.88","341.76","462.72","481.92","480","480","1027.2","2340.48","30681.6","1278","4333.44","341.76","4333.44","341.76"
"군위 화산풍력","1"," 2023-08-09 00:00:00","173.558","202.484","134.989","617.095","597.811","1812.716","1590.947","1523.453","1272.758","1060.632","2140.547","3104.758","3442.232","3365.095","2314.105","4377.516","4175.032","3133.684","1552.379","366.4","2265.895","3557.937","4068.968","3798.989","50649.98","2110","4377.51","134.989","4377.516","134.989"
"삼천포풍력","1"," 2023-08-08 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-08 00:00:00","598.551","1496.39","1293.076","1662.956","601.289","725.546","595.89","563.133","252.513","0","0","0","3164.538","3647.474","682.996","0","382.298","504.656","391.997","445.56","942.257","401.503","220.504","530.646","19103.773","796","3647.47","220.5","3647.474","0"
"영흥풍력","2"," 2023-08-08 00:00:00","877.44","906.24","1132.8","1392","1228.8","1336.32","1234.56","627.84","648.96","499.2","82.56","15.36","7.68","3413.76","3841.92","890.88","115.2","414.72","480","483.84","481.92","480","138.24","3.84","20734.08","864","3841.92","3.84","3841.92","3.84"
"군위 화산풍력","1"," 2023-08-08 00:00:00","212.126","202.484","183.2","202.484","279.621","192.842","134.989","183.2","241.053","212.126","48.211","9.642","0","2024.842","3287.958","2834.779","983.495","1079.916","298.905","154.274","269.979","404.968","337.474","173.558","13952.126","581","3287.95","9.642","3287.958","0"
"삼천포풍력","1"," 2023-08-07 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-07 00:00:00","0","0","123.743","180.782","306.753","0","105.984","0","0","0","0","0","1472.528","15.256","482.965","1521.929","683.478","634.681","943.221","1396.547","902.351","447.064","428.728","546.745","10192.755","425","1521.92","15.25","1521.929","0"
"영흥풍력","2"," 2023-08-07 00:00:00","0","0","0","1.92","17.28","19.2","190.08","138.24","63.36","38.4","0","0","0","1687.68","1326.72","890.88","1939.2","773.76","867.84","702.72","1733.76","693.12","681.6","514.56","12280.32","512","1939.2","1.92","1939.2","0"
"군위 화산풍력","1"," 2023-08-07 00:00:00","385.684","713.516","781.011","781.011","1060.632","9.642","38.568","221.768","106.063","0","0","0","0","2034.484","3316.884","3374.737","559.242","96.421","356.758","202.484","212.126","154.274","0","115.705","14521.01","605","3374.73","9.642","3374.737","0"
"삼천포풍력","1"," 2023-08-06 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-06 00:00:00","55.655","23.432","0","0","0","0","0","0","0","0","0","0","1836.432","1035.291","716.099","920.627","439.737","372.233","376.34","385.056","330.122","224.341","0","0","6715.365","280","1836.43","23.43","1836.432","0"
"영흥풍력","2"," 2023-08-06 00:00:00","99.84","36.48","101.76","0","0","0","71.04","0","0","0","0","0","0","2257.92","1795.2","1230.72","1662.72","675.84","480","466.56","487.68","458.88","351.36","9.6","10185.6","424","2257.92","9.6","2257.92","0"
"군위 화산풍력","1"," 2023-08-06 00:00:00","9.642","9.642","0","0","0","48.211","163.916","231.411","260.337","183.2","0","0","0","1774.147","67.495","308.547","1128.126","1754.863","1832","838.863","318.189","607.453","1581.305","1128.126","12245.473","510","1832","9.642","1832","0"
"삼천포풍력","1"," 2023-08-05 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-05 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.765","0","0","0","140.269","614.688","638.075","377.131","207.508","101.124","2083.56","87","638.07","4.76","638.075","0"
"영흥풍력","2"," 2023-08-05 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","88.32","209.28","289.92","197.76","280.32","30.72","328.32","547.2","481.92","485.76","264.96","3204.48","134","547.2","30.72","547.2","0"
"군위 화산풍력","1"," 2023-08-05 00:00:00","0","0","0","0","0","0","0","221.768","57.853","0","0","0","0","0","0","0","0","0","0","0","0","337.474","289.263","192.842","1099.2","46","337.47","57.853","337.474","0"
"삼천포풍력","1"," 2023-08-04 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-04 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","2"," 2023-08-04 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.44","0","1.92","0","1.92","0","0","0","17.28","1","13.44","1.92","13.44","0"
"군위 화산풍력","1"," 2023-08-04 00:00:00","0","0","77.137","231.411","192.842","221.768","192.842","269.979","250.695","0","0","0","0","993.137","0","0","0","0","0","0","0","0","0","0","2429.811","101","993.13","77.137","993.137","0"
"삼천포풍력","1"," 2023-08-03 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-03 00:00:00","0","0","64.293","22.795","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87.088","4","64.29","22.79","64.293","0"
"영흥풍력","2"," 2023-08-03 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","531.84","0","0","0","0","0","3.84","74.88","1.92","0","0","612.48","26","531.84","1.92","531.84","0"
"군위 화산풍력","1"," 2023-08-03 00:00:00","0","0","0","0","0","0","48.211","67.495","0","9.642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","125.348","5","67.49","9.642","67.495","0"
"삼천포풍력","1"," 2023-08-02 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-02 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.98","321.658","167.323","0","0","0","0","0","0","501.961","21","321.65","12.98","321.658","0"
"영흥풍력","2"," 2023-08-02 00:00:00","0","1.92","0","0","0","0","0","0","0","0","0","0","0","430.08","0","82.56","508.8","533.76","449.28","23.04","78.72","44.16","1.92","0","2154.24","90","533.76","1.92","533.76","0"
"군위 화산풍력","1"," 2023-08-02 00:00:00","327.832","221.768","250.695","96.421","0","0","0","0","0","0","0","0","0","694.232","0","0","0","0","0","0","0","0","0","0","1590.948","66","694.23","96.42","694.232","0"
"삼천포풍력","1"," 2023-08-01 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-08-01 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","205.869","0","0","0","0","0","10.84","69.674","0","0","0","0","286.383","12","205.86","10.84","205.869","0"
"영흥풍력","2"," 2023-08-01 00:00:00","3.84","0","1.92","0","0","0","0","0","0","3.84","0","0","0","1699.2","1862.4","142.08","668.16","537.6","416.64","384","495.36","401.28","107.52","0","6723.84","280","1862.4","1.92","1862.4","0"
"군위 화산풍력","1"," 2023-08-01 00:00:00","9.642","38.568","202.484","67.495","0","0","0","0","0","0","0","0","0","2034.484","3056.547","279.621","0","0","9.642","115.705","260.337","376.042","250.695","289.263","6990.525","291","3056.54","9.642","3056.547","0"
"삼천포풍력","1"," 2023-07-31 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-31 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","34.481","0","0","4.592","177.35","435.11","436.575","351.969","165.51","0","0","0","1605.587","67","436.57","4.592","436.575","0"
"영흥풍력","2"," 2023-07-31 00:00:00","0","0","0","0","0","0","0","0","0","1.92","0","0","0","234.24","3.84","42.24","161.28","228.48","648.96","737.28","499.2","193.92","130.56","0","2881.92","120","737.28","1.92","737.28","0"
"군위 화산풍력","1"," 2023-07-31 00:00:00","0","0","38.568","154.274","144.632","192.842","231.411","298.905","28.926","0","0","0","0","298.905","0","0","0","0","318.189","318.189","269.979","212.126","125.347","48.211","2680.504","112","318.18","28.926","318.189","0"
"삼천포풍력","1"," 2023-07-30 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-30 00:00:00","0","0","0","0","0","0","0","6.192","0","0","0","0","0","0","0","0","0","18.129","0","0","0","0","0","0","24.321","1","18.12","6.19","18.129","0"
"영흥풍력","2"," 2023-07-30 00:00:00","5.76","0","0","0","0","0","0","65.28","61.44","49.92","0","0","0","783.36","67.2","88.32","32.64","305.28","355.2","165.12","0","0","0","0","1979.52","82","783.36","5.76","783.36","0"
"군위 화산풍력","1"," 2023-07-30 00:00:00","0","57.853","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77.137","241.053","19.284","0","0","0","0","0","395.327","16","241.05","19.284","241.053","0"
"삼천포풍력","1"," 2023-07-29 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-29 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.134","0","0","266.261","242.698","382.703","308.893","186.548","0","1449.237","60","382.7","62.13","382.703","0"
"영흥풍력","2"," 2023-07-29 00:00:00","0","0","0","0","0","0","0","0","0","0","21.12","195.84","220.8","193.92","472.32","524.16","526.08","105.6","0","518.4","408.96","451.2","485.76","380.16","4504.32","188","526.08","21.12","526.08","0"
"군위 화산풍력","1"," 2023-07-29 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"삼천포풍력","1"," 2023-07-28 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-28 00:00:00","0","0","28.715","0","0","0","116.589","96.265","3.705","183.269","113.581","0","0","0","0","0","0","0","0","0","0","0","0","0","542.124","23","183.26","3.705","183.269","0"
"영흥풍력","2"," 2023-07-28 00:00:00","0","0","0","192","3.84","19.2","0","92.16","53.76","243.84","476.16","322.56","0","309.12","21.12","167.04","293.76","253.44","24.96","9.6","53.76","11.52","0","0","2547.84","106","476.16","3.84","476.16","0"
"군위 화산풍력","1"," 2023-07-28 00:00:00","0","48.211","0","0","0","0","0","0","0","0","0","0","0","636.379","0","0","0","0","0","0","0","0","0","0","684.59","29","636.37","48.211","636.379","0"
"삼천포풍력","1"," 2023-07-27 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-27 00:00:00","0","0","40.363","113.176","0","0","0","193.47","51.933","0","0","0","225.691","0","0","0","0","0","0","0","0","0","0","0","624.633","26","225.69","40.36","225.691","0"
"영흥풍력","2"," 2023-07-27 00:00:00","21.12","88.32","1.92","80.64","180.48","109.44","1.92","59.52","149.76","326.4","255.36","303.36","24.96","332.16","0","0","251.52","3.84","0","0","0","0","0","0","2190.72","91","332.16","1.92","332.16","0"
