"발전구분","호기","일자","1시 발전량(MWh)","2시 발전량(MWh)","3시 발전량(MWh)","4시 발전량(MWh)","5시 발전량(MWh)","6시 발전량(MWh)","7시 발전량(MWh)","8시 발전량(MWh)","9시 발전량(MWh)","10시 발전량(MWh)","11시 발전량(MWh)","12시 발전량(MWh)","13시 발전량(MWh)","14시 발전량(MWh)","15시 발전량(MWh)","16시 발전량(MWh)","17시 발전량(MWh)","18시 발전량(MWh)","19시 발전량(MWh)","20시 발전량(MWh)","21시 발전량(MWh)","22시 발전량(MWh)","23시 발전량(MWh)","24시 발전량(MWh)","총량(KW)","평균(KW)","최대(시간별)","최소(시간별)","최대","최소"
"군위 화산풍력","1"," 2023-07-27 00:00:00","212.126","0","0","0","0","0","0","0","0","0","0","0","0","2034.484","1070.274","0","241.053","0","0","0","0","0","0","0","3557.937","148","2034.48","212.126","2034.484","0"
"삼천포풍력","1"," 2023-07-26 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-26 00:00:00","726.279","816.119","625.774","663.948","865.472","529.258","403.72","263.793","164.527","325.649","391.804","1252.018","4855.996","6029.983","2197.884","850.396","152.668","0","36.024","0","0","326.497","0","0","21477.809","895","6029.98","36.02","6029.983","0"
"영흥풍력","2"," 2023-07-26 00:00:00","480","368.64","393.6","485.76","489.6","483.84","476.16","489.6","391.68","366.72","149.76","288","1403.52","5132.16","4667.52","2645.76","1680","274.56","65.28","105.6","0","0","0","0","20837.76","868","5132.16","65.28","5132.16","0"
"군위 화산풍력","1"," 2023-07-26 00:00:00","9.642","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19.284","1176.337","144.632","0","28.926","154.274","1533.095","64","1176.33","9.642","1176.337","0"
"삼천포풍력","1"," 2023-07-25 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-25 00:00:00","0","0","0","0","13.443","5.961","151.762","389.105","372.561","437.635","971.713","1619.552","3033.52","2578.601","937.804","666.628","338.298","310.32","329.718","371.771","425.643","420.07","418.47","560.087","14352.662","598","3033.52","5.96","3033.52","0"
"영흥풍력","2"," 2023-07-25 00:00:00","32.64","0","0","0","0","67.2","3.84","117.12","485.76","468.48","481.92","506.88","1136.64","2822.4","2567.04","631.68","328.32","280.32","132.48","364.8","276.48","432","462.72","395.52","11994.24","500","2822.4","3.84","2822.4","0"
"군위 화산풍력","1"," 2023-07-25 00:00:00","0","9.642","0","0","19.284","0","0","0","48.211","28.926","0","0","0","1243.832","790.653","28.926","48.211","77.137","28.926","38.568","0","134.989","48.211","0","2545.516","106","1243.83","9.642","1243.832","0"
"삼천포풍력","1"," 2023-07-24 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-24 00:00:00","299.792","19.459","152.475","0","0","0","0","0","0","0","0","0","455.335","0","0","37.837","0","0","0","0","0","0","0","0","964.898","40","455.33","19.45","455.335","0"
"영흥풍력","2"," 2023-07-24 00:00:00","30.72","78.72","0","0","0","0","120.96","74.88","0","0","0","0","0","458.88","61.44","44.16","124.8","155.52","49.92","23.04","0","0","0","0","1223.04","51","458.88","23.04","458.88","0"
"군위 화산풍력","1"," 2023-07-24 00:00:00","7115.874","5881.684","6363.789","8745.389","7193.011","5563.495","4695.705","3056.547","2371.958","925.642","462.821","1311.326","424.253","2140.547","3982.189","3914.695","395.326","125.347","0","0","9.642","0","163.916","183.2","65026.356","2709","8745.38","9.642","8745.389","0"
"삼천포풍력","1"," 2023-07-23 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-23 00:00:00","2411.044","2590.74","2355.414","1848.862","1786.998","2745.899","1760.305","3347.35","3790.697","1982.031","1778.922","1214.083","3852.541","4756.876","1374.342","412.396","165.799","281.397","374.547","381.797","341.865","207.662","254.171","150.932","40166.67","1674","4756.87","150.93","4756.876","150.932"
"영흥풍력","2"," 2023-07-23 00:00:00","3780.48","3480.96","3492.48","2803.2","2031.36","2653.44","3527.04","3619.2","5049.6","5679.36","3544.32","2421.12","1704.96","4813.44","5247.36","1361.28","689.28","297.6","339.84","397.44","456.96","132.48","67.2","190.08","57780.48","2408","5679.36","67.2","5679.36","67.2"
"군위 화산풍력","1"," 2023-07-23 00:00:00","5765.979","7462.989","7058.021","7675.116","7308.716","7048.379","6788.042","7260.505","6132.379","5534.568","6103.453","6151.663","5929.895","6055.242","7713.684","8832.168","5978.105","5544.211","3133.684","1889.853","462.821","3779.705","4290.737","3606.147","137506.062","5729","8832.16","462.821","8832.168","462.821"
"삼천포풍력","1"," 2023-07-22 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-22 00:00:00","170.312","386.617","903.219","1422.279","2046.494","1709.135","1135.82","782.419","834.453","911.836","1458.863","1776.494","6555.079","8271.583","5067.818","3535.718","2190.388","2865.023","1771.502","1321.912","1200.474","1112.9","1773.449","2441.257","51645.044","2152","8271.58","170.31","8271.583","170.312"
"영흥풍력","2"," 2023-07-22 00:00:00","42.24","203.52","376.32","481.92","956.16","2872.32","2307.84","1816.32","2401.92","4199.04","4258.56","4233.6","5742.72","10195.2","8323.2","5475.84","4154.88","4070.4","3302.4","2319.36","2117.76","1787.52","2490.24","3377.28","77506.56","3229","10195.2","42.24","10195.2","42.24"
"군위 화산풍력","1"," 2023-07-22 00:00:00","3152.968","3114.4","3461.516","2699.789","3191.537","3249.389","3557.937","3866.484","1812.716","1359.537","848.505","742.442","829.221","3365.095","4252.168","5544.211","3837.558","2969.768","1234.189","1002.779","742.442","2073.053","2902.274","4329.305","64139.283","2672","5544.21","742.442","5544.211","742.442"
"삼천포풍력","1"," 2023-07-21 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-21 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58.47","14.214","0","0","29.448","102.132","4","58.47","14.21","58.47","0"
"영흥풍력","2"," 2023-07-21 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.92","59.52","312.96","144","276.48","65.28","0","0","860.16","36","312.96","1.92","312.96","0"
"군위 화산풍력","1"," 2023-07-21 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","337.474","819.579","1012.421","1889.853","944.926","327.832","366.4","289.263","308.547","1793.432","8089.727","337","1889.85","289.263","1889.853","0"
"삼천포풍력","1"," 2023-07-20 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-20 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","183.578","0","0","0","0","45.762","37.277","0","0","0","0","0","266.617","11","183.57","37.27","183.578","0"
"영흥풍력","2"," 2023-07-20 00:00:00","0","0","0","0","0","11.52","3.84","0","0","0","0","0","0","0","1.92","3.84","1.92","84.48","311.04","437.76","17.28","1.92","0","0","875.52","36","437.76","1.92","437.76","0"
"군위 화산풍력","1"," 2023-07-20 00:00:00","0","9.642","67.495","269.979","318.189","289.263","298.905","414.611","327.832","163.916","0","0","0","86.779","0","0","0","0","0","0","0","0","0","0","2246.611","94","414.61","9.642","414.611","0"
"삼천포풍력","1"," 2023-07-19 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-19 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","249.157","174.438","73.723","0","0","0","0","497.318","21","249.15","73.723","249.157","0"
"영흥풍력","2"," 2023-07-19 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","222.72","0","0","0","0","13.44","0","236.16","10","222.72","13.44","222.72","0"
"군위 화산풍력","1"," 2023-07-19 00:00:00","0","28.926","48.211","212.126","144.632","0","0","0","0","0","0","0","0","1398.105","0","0","0","0","0","0","0","0","0","0","1832","76","1398.1","28.926","1398.105","0"
"삼천포풍력","1"," 2023-07-18 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-18 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","2"," 2023-07-18 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"군위 화산풍력","1"," 2023-07-18 00:00:00","298.905","173.558","260.337","212.126","77.137","9.642","0","0","9.642","57.853","134.989","0","385.684","3991.832","3143.326","1581.305","1774.147","674.947","0","86.779","202.484","28.926","0","0","13103.619","546","3991.83","9.642","3991.832","0"
"삼천포풍력","1"," 2023-07-17 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-17 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","2"," 2023-07-17 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"군위 화산풍력","1"," 2023-07-17 00:00:00","241.053","202.484","212.126","202.484","192.842","376.042","848.505","1832","1398.105","896.716","732.8","520.674","269.979","2063.411","3953.263","3326.526","366.4","38.568","0","0","0","424.253","2333.389","2092.337","22523.957","938","3953.26","38.568","3953.263","0"
"삼천포풍력","1"," 2023-07-16 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-16 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","2"," 2023-07-16 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"군위 화산풍력","1"," 2023-07-16 00:00:00","28.926","231.411","366.4","597.811","1012.421","597.811","154.274","0","9.642","0","125.347","19.284","0","2053.768","4435.368","4117.179","491.747","0","0","38.568","96.421","260.337","202.484","202.484","15041.683","627","4435.36","9.642","4435.368","0"
"삼천포풍력","1"," 2023-07-15 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-15 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","2"," 2023-07-15 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"군위 화산풍력","1"," 2023-07-15 00:00:00","5158.526","5380.295","5100.674","6942.316","2265.895","1253.474","2873.347","5129.6","5226.021","4608.926","3885.768","5187.453","4927.116","5949.179","5823.832","8215.074","5872.042","2227.326","1860.926","1301.684","337.474","86.779","298.905","318.189","90230.821","3760","8215.07","86.779","8215.074","86.779"
"삼천포풍력","1"," 2023-07-14 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-14 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","2"," 2023-07-14 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"군위 화산풍력","1"," 2023-07-14 00:00:00","6016.674","7607.621","8080.084","6219.158","6354.147","5611.705","5949.179","5264.589","3085.474","6595.2","4030.4","8215.074","7434.063","11522.316","8109.011","7559.411","6064.884","4319.663","3017.979","2622.653","3162.611","5775.621","4252.168","3721.853","140591.538","5858","11522.31","2622.653","11522.316","2622.653"
"삼천포풍력","1"," 2023-07-13 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-13 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","2"," 2023-07-13 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"군위 화산풍력","1"," 2023-07-13 00:00:00","0","0","0","0","0","0","0","0","0","0","9.642","0","0","1841.642","1619.874","1398.105","1099.2","1754.863","1263.116","819.579","1648.8","4830.695","4117.179","6007.032","26409.727","1100","6007.03","9.642","6007.032","0"
"삼천포풍력","1"," 2023-07-12 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-12 00:00:00","378.943","773.628","919.162","170.312","43.602","0","0","0","0","0","0","0","2724.031","1835.584","0","0","0","0","0","0","0","0","0","0","6845.262","285","2724.03","43.6","2724.031","0"
"영흥풍력","2"," 2023-07-12 00:00:00","303.36","460.8","403.2","487.68","324.48","1.92","0","0","0","0","0","0","0","1704.96","1409.28","0","0","0","0","0","0","0","0","0","5095.68","212","1704.96","1.92","1704.96","0"
"군위 화산풍력","1"," 2023-07-12 00:00:00","144.632","77.137","48.211","144.632","144.632","154.274","38.568","0","0","0","0","0","0","2053.768","3133.684","636.379","0","0","0","0","0","0","0","0","6575.917","274","3133.68","38.568","3133.684","0"
"삼천포풍력","1"," 2023-07-11 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-11 00:00:00","1824.965","618.621","755.448","406.67","440.219","862.522","2662.338","5892.079","2658.793","2201.68","2058.905","436.691","4029.708","5953.843","4835.067","3592.309","2069.003","609.772","399.478","106.794","81.031","405.224","207.932","426.568","43535.66","1814","5953.84","81.031","5953.843","81.031"
"영흥풍력","2"," 2023-07-11 00:00:00","535.68","935.04","264.96","418.56","316.8","61.44","309.12","1232.64","3822.72","852.48","2929.92","1678.08","1219.2","4776.96","6074.88","4099.2","3974.4","2565.12","270.72","382.08","182.4","32.64","441.6","84.48","37461.12","1561","6074.88","32.64","6074.88","32.64"
"군위 화산풍력","1"," 2023-07-11 00:00:00","86.779","67.495","0","0","0","163.916","19.284","9.642","106.063","134.989","173.558","183.2","376.042","3750.779","4078.611","1427.032","3432.589","4107.537","520.674","173.558","318.189","221.768","154.274","163.916","19669.895","820","4107.53","9.642","4107.537","0"
"삼천포풍력","1"," 2023-07-10 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-10 00:00:00","388.623","1113.652","494.225","384.342","31.801","217.284","0","0","0","0","128.044","86.546","4473.516","2759.193","3420.356","3433.667","5458.002","5512.961","3535.795","1421.238","1499.05","2586.636","967.337","1571.637","39483.905","1645","5512.96","31.801","5512.961","0"
"영흥풍력","2"," 2023-07-10 00:00:00","453.12","616.32","733.44","408.96","48","17.28","13.44","61.44","40.32","103.68","30.72","163.2","113.28","4976.64","5577.6","3166.08","4763.52","8300.16","7716.48","2313.6","627.84","334.08","599.04","295.68","41473.92","1728","8300.16","13.44","8300.16","13.44"
"군위 화산풍력","1"," 2023-07-10 00:00:00","0","0","77.137","19.284","0","28.926","154.274","154.274","77.137","0","0","0","0","1070.274","723.158","925.642","279.621","684.589","433.895","183.2","250.695","163.916","0","202.484","5428.506","226","1070.27","19.284","1070.274","0"
"삼천포풍력","1"," 2023-07-09 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-09 00:00:00","533.904","537.722","1313.913","1454.102","1024.669","1269.829","1320.737","927.818","579.791","1285.655","518.383","536.912","3913.999","4786.489","986.885","0","43.313","0","0","256.118","415.115","550.235","457.186","394.079","23106.854","963","4786.48","43.31","4786.489","0"
"영흥풍력","2"," 2023-07-09 00:00:00","82.56","485.76","545.28","1885.44","1447.68","1307.52","1130.88","1737.6","1731.84","1071.36","1322.88","435.84","305.28","4218.24","1657.92","1368.96","90.24","124.8","0","99.84","286.08","593.28","1232.64","520.32","23682.24","987","4218.24","82.56","4218.24","0"
"군위 화산풍력","1"," 2023-07-09 00:00:00","0","0","9.642","0","0","0","0","0","9.642","231.411","77.137","0","9.642","761.726","858.147","781.011","501.389","318.189","192.842","183.2","0","0","0","0","3933.978","164","858.14","9.642","858.147","0"
"삼천포풍력","1"," 2023-07-08 00:00:00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"영흥풍력","1"," 2023-07-08 00:00:00","1163.502","1522.584","1658.523","1609.318","1191.298","360.221","581.141","950.257","368.339","186.586","102.378","392.787","3237.067","3726.559","719.3","0","247.441","306.926","361.474","318.496","0","0","0","214.989","19219.186","801","3726.55","102.37","3726.559","0"
